,edgerlrt,edgerqlf,deseq2
ENSG00000220472,1.35499780536094,1.35619618811489,1.36120543997922
ENSG00000106263,1.26013773798287,1.26011391069481,1.2604186496115
ENSG00000060140,2.217830679231,2.21833842408916,2.21936861644388
ENSG00000109686,-1.26193682643844,-1.26201299706397,-1.26139241908955
ENSG00000280002,-3.71207943836794,-3.42168799764456,-3.75718716648948
ENSG00000111012,1.66110022702806,1.66161307131426,1.66318747647005
ENSG00000240694,-2.85973694551857,-2.85516697070532,-2.8624521451254
ENSG00000142973,-6.67101212940526,-6.64801056372588,-6.6704431630477
ENSG00000182600,1.7092649560119,1.70778366262524,1.7165104854122
ENSG00000181458,1.43911938588713,1.43994252225972,1.43964862286239
ENSG00000134258,3.42856996526025,3.38437677925049,3.4409159063175
ENSG00000138376,1.23111852899869,1.23054383261448,1.23166309718448
ENSG00000150394,2.46659887233597,2.459045765036,2.4733621817411
ENSG00000174514,-2.07769630517453,-2.07713151993376,-2.0780976593794
ENSG00000280054,-1.21174544846839,-1.22990289231889,-1.22016373984004
ENSG00000185201,-1.6158456183309,-1.61578828616734,-1.61492267409827
ENSG00000154479,-2.89548871494121,-2.88751116843061,-2.90322057050206
ENSG00000171435,-1.03340522181027,-1.02565618965803,-1.03744580440179
ENSG00000178947,-1.14802977274788,-1.14555464057461,-1.14849051548194
ENSG00000104894,-2.08282353246433,-2.08150963721561,-2.08168764843141
ENSG00000127241,-3.36987809030331,-3.35394966297375,-3.37390768237545
ENSG00000072274,1.04095445119906,1.04097927269451,1.04146335291772
ENSG00000114019,-1.182375924992,-1.18227630986037,-1.18316628268888
ENSG00000090447,1.83203124095569,1.83247734452275,1.83301408189619
ENSG00000176720,-1.13495696299084,-1.13481747873906,-1.13440312497979
ENSG00000196196,-3.17199763167621,-3.15009717934416,-3.17997563620243
ENSG00000170615,-1.67274388909239,-1.4954173900797,-1.70137948405771
ENSG00000172752,-2.9907243683182,-2.97950255570936,-2.99370619095787
ENSG00000105383,-2.3865984651399,-2.3867234705196,-2.38834258263128
ENSG00000073803,1.00178008061673,1.00173147997387,1.00205004219253
ENSG00000178752,2.12238826633322,2.12291979078253,2.12843760416216
ENSG00000168646,-1.75884453982327,-1.75789543569062,-1.75942644965338
ENSG00000109099,-1.64539425126754,-1.64537036876832,-1.64529868722482
ENSG00000168658,-3.96403742187127,-3.93441033689932,-3.97699227598745
ENSG00000130487,1.31019954720217,1.31405357978685,1.31078017644284
ENSG00000141506,-1.95419278359568,-1.95330198555387,-1.95396421816987
ENSG00000171631,1.26238276726792,1.26236947610692,1.26293471915393
ENSG00000166428,-1.43774285711011,-1.43629230442867,-1.43923561418362
ENSG00000152402,-2.72422682170438,-2.7232622184629,-2.72457994330934
ENSG00000064270,-2.20230979254921,-2.19666293031718,-2.20108348854136
ENSG00000102245,-2.58095367454224,-2.55660934896575,-2.58903784354389
ENSG00000167972,-4.65987211174475,-4.65800684431462,-4.66015419900693
ENSG00000143167,-5.62043637521312,-5.57462914800407,-5.63434550084817
ENSG00000269951,-1.68022540255326,-1.68134032582444,-1.68634774003212
ENSG00000062524,-2.33501428298427,-2.32709759690055,-2.33828829130262
ENSG00000178896,1.18437193171592,1.18440535209741,1.18465222924157
ENSG00000172005,-2.49376312725277,-2.48649591955352,-2.49667322010449
ENSG00000205403,-1.93593989310145,-1.93519858852679,-1.93731266708394
ENSG00000185739,-2.4952708882353,-2.487766127711,-2.50398317650176
ENSG00000244055,-1.10830096657782,-1.11205360895181,-1.10932302566739
ENSG00000170959,-1.10212163236367,-1.10813834852603,-1.1042305556709
ENSG00000150873,-2.42395196832434,-2.39870438944269,-2.43373478273366
ENSG00000232284,-1.31592931470541,-1.32869029156333,-1.3202813031546
ENSG00000100292,-1.23304803701679,-1.23293794272165,-1.23224874248799
ENSG00000077522,-4.28124327545311,-4.26770158935382,-4.29482837173421
ENSG00000141968,-1.03411486006904,-1.0340945125604,-1.03322317135352
ENSG00000100678,-3.09976644605938,-3.08967017198465,-3.11549368360516
ENSG00000165092,-1.06586240877192,-1.06525675490272,-1.06672750644014
ENSG00000176597,1.25215095416642,1.25224434276476,1.2522636441996
ENSG00000283633,-2.12966837999449,-2.06958059727878,-2.14462637144074
ENSG00000165434,1.0654294217869,1.06574983554303,1.06631616008086
ENSG00000151725,3.25646524541815,3.25634246983099,3.25854851679189
ENSG00000232415,-3.76322998388594,-3.65587832393754,-3.80785861344073
ENSG00000180525,-1.32481093942198,-1.30359866226111,-1.33430758902262
ENSG00000225335,1.27881085272253,1.27203812350415,1.2863056640576
ENSG00000145147,-2.30900321362625,-2.30837691950185,-2.31037723733957
ENSG00000163131,-2.19793136208659,-2.19785678446126,-2.19795371320128
ENSG00000184845,-2.21752040815321,-2.1598578349899,-2.23034720330566
ENSG00000188603,-1.13868738084091,-1.14665680981961,-1.14017771742516
ENSG00000112799,-2.52914637283918,-2.52625853163894,-2.53002501742489
ENSG00000259820,-1.13833881930561,-1.13873855241293,-1.13895915500218
ENSG00000168961,-1.01016489463829,-1.00983668849488,-1.01087284270867
ENSG00000111445,1.61420029069261,1.61372711735626,1.61510700310807
ENSG00000286431,1.29781755808607,1.29226232271981,1.30212569758791
ENSG00000179841,-1.71031584000155,-1.71358651399599,-1.71025026058913
ENSG00000100304,2.15334119225074,2.15332074039417,2.15301484431973
ENSG00000134222,1.80820372362243,1.80884468245564,1.80892585507209
ENSG00000248019,-1.21276660553033,-1.21680839252651,-1.21259287982068
ENSG00000198576,-3.88850918544404,-3.87921840266602,-3.89526666432424
ENSG00000154721,-3.02643650497686,-3.02666785147539,-3.02645219548665
ENSG00000168216,-1.02789070449969,-1.02813534341146,-1.0275495280243
ENSG00000261786,-2.35567817732682,-2.32783372080046,-2.36569573022487
ENSG00000100983,1.0715312382632,1.07134630522961,1.07173412158987
ENSG00000157456,4.26597861910223,4.26412086166285,4.26812278722406
ENSG00000249679,-1.87846879258879,-1.87986877131059,-1.88875650353255
ENSG00000183018,-2.66587841429333,-2.66431268205045,-2.66619048302196
ENSG00000106952,-1.37452349656,-1.36997742050562,-1.37743064671297
ENSG00000155980,1.94241546886077,1.95388892936515,1.94987349607839
ENSG00000181019,1.41180415440084,1.41288290434914,1.41137297632257
ENSG00000159200,-1.0963373059148,-1.09622383821432,-1.09523298044427
ENSG00000186871,4.04515272014048,4.04847384266884,4.05151371467827
ENSG00000110987,1.05596266607792,1.05593665878034,1.05663113959007
ENSG00000132000,1.69714850887341,1.69745060138458,1.69756017298408
ENSG00000206077,-1.78784834784009,-1.78304493053793,-1.78623528253151
ENSG00000101115,3.64184658382874,3.63527453777785,3.65091408585516
ENSG00000136205,-1.68023553757113,-1.68014859432849,-1.68012997322099
ENSG00000215493,1.0655041804023,1.07108149795373,1.07250414933146
ENSG00000005961,-1.07878392077389,-1.07753436586654,-1.08029652914703
ENSG00000092969,-1.67326442465654,-1.66903038230662,-1.67085502021645
ENSG00000050555,-2.12330980476241,-2.12183193107424,-2.12401792504423
ENSG00000149636,1.32196718966463,1.3215374868013,1.32249499155159
ENSG00000232869,-1.41828209579328,-1.34985355759048,-1.43555700725905
ENSG00000227640,3.34466174403291,3.33857202373667,3.3493917037179
ENSG00000134954,-1.76400899490456,-1.76391776928449,-1.76349243718092
ENSG00000074410,2.90289529144952,2.90380077987607,2.90242105543785
ENSG00000108830,1.29738072736726,1.30190253012099,1.29869363236069
ENSG00000108821,2.77869178807459,2.77873896454479,2.78294818821664
ENSG00000198075,-2.63714226271722,-2.63233212134056,-2.63962021920763
ENSG00000184905,-3.64271168442801,-3.59776487617868,-3.6565502268885
ENSG00000127472,-2.05717145083177,-2.05854876133783,-2.05845941357523
ENSG00000132622,-2.91666525887132,-2.91626729293724,-2.9168564292366
ENSG00000140092,-2.98883826030001,-2.98817795547527,-2.98814108914402
ENSG00000064655,2.38814616234607,2.38818596005794,2.38944280604659
ENSG00000141391,1.10788962759195,1.10574434726463,1.10967407953989
ENSG00000170915,-1.29610208717836,-1.2958466885984,-1.29644365286095
ENSG00000241316,-1.00004001610591,-1.00726729299149,-1.00025718962156
ENSG00000196876,2.5791177877054,2.57926306043026,2.58325670369992
ENSG00000179023,-3.37691589747693,-3.33075325059113,-3.38453431422209
ENSG00000138615,1.13177895710199,1.13641243227357,1.13381886115402
ENSG00000250155,-1.67256661738429,-1.67709375927955,-1.6796796486896
ENSG00000137507,-2.62674156335194,-2.62657273346835,-2.62667150792894
ENSG00000148773,4.15290570452412,4.15114097694687,4.15391116135509
ENSG00000128536,-3.04243030939678,-3.03645386966235,-3.04224837748789
ENSG00000135094,1.0541350789057,1.05264364589011,1.05548012972515
ENSG00000103316,-3.83512179088589,-3.81438758962186,-3.84059799620193
ENSG00000178726,-1.46088138277048,-1.46034897986492,-1.46314548180722
ENSG00000108691,-1.69892470718294,-1.69877537008636,-1.70207768807111
ENSG00000166856,-2.21677554417813,-2.21052666434237,-2.22781836798041
ENSG00000272941,-1.03508970747196,-1.0415083154379,-1.04195323716184
ENSG00000168209,1.10295520333394,1.10349453112707,1.10127419033397
ENSG00000182463,1.00399604342842,1.00407371999122,1.00561652803373
ENSG00000159208,1.85439045741086,1.85440412640989,1.85533372954735
ENSG00000158055,5.76994842671714,5.74699690192212,5.78108882638791
ENSG00000147251,-2.01073322146521,-2.01021730183817,-2.01063792739133
ENSG00000137834,-2.66461357428232,-2.66362546363304,-2.66581108376903
ENSG00000163513,-2.79740878273455,-2.79737946981398,-2.79655631859752
ENSG00000241163,-1.38143560913782,-1.37614810288592,-1.39038588172657
ENSG00000134253,1.60151206770014,1.60107600442205,1.60256276382954
ENSG00000181467,1.40534005413252,1.40534288484636,1.40658768651458
ENSG00000184271,-1.16304714526954,-1.16448531136361,-1.16330946045267
ENSG00000184220,1.65974662274142,1.65952825799737,1.66003221811346
ENSG00000138449,-1.83833547116285,-1.83827358894804,-1.83838053205149
ENSG00000166670,5.23163093747208,5.20504764265867,5.24595487814452
ENSG00000186648,1.00603820744477,1.00586940110044,1.00797362907594
ENSG00000232855,2.10845578834248,2.11662603787896,2.10819501455643
ENSG00000142945,4.39061800891104,4.38746881588563,4.3924692166641
ENSG00000196724,-1.06707763665107,-1.06646517593609,-1.07094741665608
ENSG00000135451,4.74680835953907,4.74311222331017,4.75201464643568
ENSG00000262655,-1.47307206385366,-1.47247638270304,-1.47349434470719
ENSG00000251664,-4.15102395882305,-3.96961099152741,-4.18715474647535
ENSG00000078269,1.31471404452023,1.31473008139506,1.31426183365402
ENSG00000111252,-1.36912058153713,-1.36915147573824,-1.36878038936046
ENSG00000163297,-1.00758715188044,-1.00744649820779,-1.00739665926442
ENSG00000253873,-1.31682342445063,-1.32579116681853,-1.32023554690437
ENSG00000009765,-3.88196383386131,-3.82385219968125,-3.89684831491926
ENSG00000155760,1.18213023570203,1.18269601590226,1.18306422565481
ENSG00000280339,-3.71956528471671,-3.72657907301719,-3.72472965295406
ENSG00000162545,-2.21057293460106,-2.2088663203472,-2.21048918197372
ENSG00000248445,-1.02612657077924,-1.02791884883009,-1.03268931864584
ENSG00000281706,1.66683267853513,1.66801202883784,1.67491531597196
ENSG00000168546,-2.46633181781365,-2.46652289511495,-2.47120983721374
ENSG00000143341,-1.29256714770437,-1.29115744362566,-1.29280970425288
ENSG00000154258,-2.72747393053588,-2.73113890549923,-2.72865505291662
ENSG00000232093,1.34001733638931,1.33064089348631,1.34589152188218
ENSG00000277013,1.45469151866392,1.4579549977251,1.45708083804054
ENSG00000213144,-2.47725974599228,-2.47951949082487,-2.48582363882147
ENSG00000099250,-1.515625467562,-1.5156509264347,-1.51468809199039
ENSG00000196090,-2.08767839631415,-2.01367078287925,-2.09509068241015
ENSG00000126950,-1.60813323183085,-1.59003879382928,-1.60940339414252
ENSG00000111859,-2.46116822740821,-2.46106829884313,-2.46168844005207
ENSG00000236200,1.44796656886883,1.44858939303514,1.45149002222246
ENSG00000279805,-2.68080001448284,-2.66615078275184,-2.69389353745702
ENSG00000114790,-2.0850455738387,-2.08295634826884,-2.08403530967037
ENSG00000155093,-2.76869830393322,-2.76739073343652,-2.77055629756992
ENSG00000183134,-2.27473029129109,-2.27687421248401,-2.2885938910356
ENSG00000228716,1.10885826151344,1.10828801170216,1.1098157208756
ENSG00000278962,-1.23879776742948,-1.23811165832076,-1.24367888514852
ENSG00000143344,-1.4917167706052,-1.491789850004,-1.49109558922078
ENSG00000197299,2.90066117543759,2.90168183686666,2.90251786601661
ENSG00000196616,-6.97587871641543,-6.9337099893949,-6.97785979629744
ENSG00000149294,-1.37042326910938,-1.35344315805071,-1.37434089842417
ENSG00000162390,1.14022667363729,1.13936162936959,1.14046990982063
ENSG00000261338,-1.89300043178896,-1.89960955894367,-1.89345047525755
ENSG00000186868,-1.12610522871131,-1.12373398899286,-1.12671309638286
ENSG00000088827,-2.22093350048424,-2.21959615582955,-2.22157125636583
ENSG00000131781,-3.25440905316742,-3.25084995782366,-3.25371627909194
ENSG00000226453,1.90916322483437,1.90956700415902,1.91023067022313
ENSG00000148734,-1.73898682881806,-1.72749583767053,-1.74561716957306
ENSG00000127152,1.42252511346625,1.42283571105968,1.42360116542919
ENSG00000138315,-2.56461299395979,-2.53793836733542,-2.58437892454181
ENSG00000165475,-1.05981579822923,-1.06005578692185,-1.06004416573137
ENSG00000205084,-1.08059441664973,-1.08029891997983,-1.08073455049766
ENSG00000281103,-1.69599794483308,-1.69788385287159,-1.69844901763154
ENSG00000268836,-1.48501801083083,-1.49356265824563,-1.49183650567805
ENSG00000251161,1.11592910779264,1.11483215640906,1.12010423090904
ENSG00000171345,1.74738606256937,1.74743543874867,1.74842892279645
ENSG00000178878,-1.82547036352557,-1.82562926533878,-1.8266684743253
ENSG00000084710,-2.54504529959898,-2.54058331610133,-2.546414486995
ENSG00000168916,-1.70942548949571,-1.70838192759458,-1.70962967522092
ENSG00000123500,4.06007898148623,4.04962897345953,4.06356289522797
ENSG00000183615,-1.73894865903246,-1.74006231554556,-1.73903534911096
ENSG00000187134,1.59643476315948,1.59835180382571,1.59820749629107
ENSG00000182771,-2.03154220324725,-2.03570931114439,-2.03274461129899
ENSG00000225138,1.86809243437837,1.86892358583859,1.87140482273847
ENSG00000196636,1.05990664172409,1.05954411626672,1.05926678081797
ENSG00000105289,-2.44749230490445,-2.43856579473287,-2.44637328457495
ENSG00000089356,2.18679376463503,2.18558505144627,2.18939593309163
ENSG00000239672,2.04037737151379,2.04058062532551,2.04130667887653
ENSG00000139537,-1.63100962167044,-1.63111033719163,-1.63231479730714
ENSG00000261189,3.23298898094568,3.23296160543904,3.24269391857356
ENSG00000049283,3.95946544919281,3.95116220466098,3.96196189968766
ENSG00000144554,2.06737994931788,2.0674603621246,2.06811438047633
ENSG00000183762,1.67769812818468,1.67771973802145,1.67814146335312
ENSG00000143001,-1.29468642621005,-1.23671396882856,-1.31124559868219
ENSG00000184675,1.12519246730888,1.12495550492523,1.12612964636842
ENSG00000131019,1.3435414116006,1.34317028701606,1.34481777890167
ENSG00000254726,3.62768118877106,3.62611097722834,3.62925823897328
ENSG00000259459,-1.45332635733903,-1.40347835949892,-1.46901511738861
ENSG00000079819,-1.25734566243401,-1.25731617724632,-1.25699460837178
ENSG00000106804,-2.07232812922307,-2.07102887004095,-2.07207886199416
ENSG00000151729,-1.02544812235746,-1.0255250786965,-1.02497451354548
ENSG00000187266,-1.50559628186323,-1.50666192720448,-1.50575873089717
ENSG00000163071,-2.29681883724999,-2.29191540611086,-2.29850828643156
ENSG00000119535,-3.02906894424949,-3.02699667532499,-3.02833217543976
ENSG00000159176,-1.23036763935863,-1.23038618282217,-1.22987918147432
ENSG00000186806,1.28396084963768,1.28712791269801,1.28433272918633
ENSG00000137857,-2.20848525331919,-2.20808793874936,-2.20728155910132
ENSG00000117155,1.34832696825059,1.34807196394439,1.34862001600168
ENSG00000204020,-2.95306583859483,-2.85034101161346,-2.98556930237895
ENSG00000160867,-3.85375311041299,-3.84927293438016,-3.85481499413225
ENSG00000163293,1.77319273060856,1.77316316154093,1.77690452154714
ENSG00000162873,1.18959464096657,1.192976468704,1.1907570953326
ENSG00000211772,-1.11017145010507,-1.10608864007515,-1.10940611503474
ENSG00000186854,-1.94795527531451,-1.94833923507483,-1.94923411503185
ENSG00000164611,2.98785033399376,2.98781003806368,2.98936119962431
ENSG00000132970,-1.76013707178514,-1.75997567464109,-1.75963794788958
