,edgerlrt,edger,deseq2
G17077,0.358475776416249,0.326768555925403,0.330415688234897
G18071,-1.87162555597367,-1.79259760062242,-1.78982168341502
G16226,-0.469205809031596,-0.357069958105877,-0.354543893595667
G17018,-0.37678046776366,-0.359736455509796,-0.357445082969721
G17547,-0.520978484418767,-0.417664398293988,-0.414415007077837
G15111,1.62961908625974,1.70927170167467,1.72124251572007
G17572,-0.406083860738044,-0.411680741394578,-0.40914935150285
G17365,0.368602491164866,0.37106171547258,0.373466595562628
G16167,0.884043445477205,0.861800314452514,0.883057469846337
G07163,0.341536583434212,0.501288757456969,0.503364814151986
G15557,-0.507863194982742,-0.444735522080985,-0.441353020583906
G15854,1.40578553566445,1.25931162762529,1.2614187503826
G16852,-0.923705724939324,-0.962472083655928,-0.958479153456155
G18183,-0.48996115987606,-0.55030494951832,-0.541999654549585
G15200,-0.71112086804814,-0.853982210080315,-0.844603831572161
G18178,-3.17780742108428,-3.11618043540596,-3.11191393833394
G14950,1.49975608715153,1.44393107250975,1.44889967959535
G15269,-0.716943469841817,-0.684118745834009,-0.680576321255284
G16567,-0.535246772871701,-0.554841775505179,-0.552661180196733
G18028,0.661612173281142,0.724386001686234,0.734350426821837
G14838,-0.385805286332989,-0.381654226446731,-0.379832773858432
G17830,2.37890550779341,2.41935594018819,2.42437336581164
G15991,0.342075401588326,0.357744531421174,0.360216414603152
G18343,-0.347246066082889,-0.321232177766971,-0.318909145008689
G17728,1.30772525629421,1.27577525833446,1.27755086455649
G18205,-0.440934603746707,-0.549353673705659,-0.546777596048388
G17650,-1.49436592706385,-1.55133570356848,-1.53358077817767
G15968,2.67584960253749,2.84264135149728,2.84417221774534
G15068,-1.57098363796644,-1.5136941915309,-1.50763100461967
G15961,0.601168055424089,0.469350728793261,0.471521689324019
G16421,0.379797279004416,0.354173970082402,0.356469901455582
G18175,-1.63221902785299,-1.63442011966311,-1.63150117183714
G16282,1.21043241092712,1.20613386969227,1.20908207911998
G17667,0.992975445959052,1.07337495004064,1.07545207971664
G17822,-0.892290730612003,-0.976929655072739,-0.974820281052155
G16049,0.405616588637831,0.410163590696022,0.434960669202952
G17977,-0.530278052657452,-0.40933315110466,-0.406523845550355
G18394,-3.37733704840176,-3.26734451261679,-3.29127018505889
G15775,-1.80749573226111,-1.81069259074738,-1.80625148305286
G15078,-1.99900844347524,-2.02006517133436,-2.00605445231475
G14955,-0.516937937710963,-0.373401522965881,-0.370924989193897
G16223,0.386304878411093,0.475560905825675,0.477382770998831
G15749,0.661146751734548,0.629113355027279,0.630989265211964
G18473,-0.62420869371749,-0.622055477137079,-0.618431096709591
G15330,2.13640154500037,2.02338509030986,2.02581843914261
G14884,3.19605961493649,3.18656191257783,3.18958023380154
G18314,0.342727426113085,0.321439163284313,0.32664565561051
G15811,1.70971403186707,1.83238101395836,1.83705210806119
G16488,-0.962138223773687,-0.976003199873426,-0.973157006218507
G17840,0.470172467032046,0.502356375147261,0.528242899703895
G17136,-3.17887155611954,-3.18941020858356,-3.18503991193323
G17472,0.441445807148035,0.487248202515921,0.489563768959717
G17013,1.32484987328452,1.39990634403777,1.4021545454595
G16221,0.606128369290378,0.588359190835971,0.591373145705395
G18185,-0.381666769154346,-0.415509690376655,-0.402278420182873
G16263,0.858046136060739,0.913814915087556,0.91896301852273
G15748,0.913024712102634,0.830283290198566,0.854716664348831
G17870,1.91277340346201,2.03056468771197,2.03333390289039
G15531,0.606324830097778,0.631016743190031,0.633340043370194
G18208,0.726194363921069,0.7457044226648,0.747785015272626
G17722,0.581590270920432,0.685607889372469,0.692908040660763
G17504,-0.464452306737165,-0.533021804476452,-0.51808962485808
G15461,-0.60228903658148,-0.559565176188863,-0.557084689060044
G15442,-1.47390312177482,-1.45033896983169,-1.42520552558399
G14874,2.03099667755233,2.02305397271898,2.02677794561484
G16389,0.643255623651828,0.634752809775473,0.63976958166301
G18146,-3.0513177079282,-3.11517329681404,-3.1157047225209
G17094,0.318431426541987,0.289171984543046,0.291025443331899
G18423,-2.49022434619468,-2.3469606073406,-2.34121778804713
G15529,-0.734806285614919,-0.839386969903984,-0.837519879816553
G16128,0.429871305315836,0.374055437238406,0.376190717162009
G15335,0.411430402225201,0.48578501792461,0.488175271087599
G16349,1.59223028261182,1.53880434620528,1.54202786116063
G16690,3.8534243778907,3.83865377604256,3.84081897285682
G15042,-0.988248315476792,-1.02944221861184,-1.02672469249246
G17475,-0.87772036487285,-0.880133843930337,-0.877622624089382
G16739,-1.67462470507511,-1.79794840646736,-1.78941550277188
G17549,-0.319900299436608,-0.355670114617224,-0.353371487361531
G17851,-0.290061612587201,-0.323313683845206,-0.309862943681928
G15670,-1.11783983293771,-1.1351493407698,-1.13351928258376
G17493,-0.7815450556098,-0.676603132865484,-0.674270645243603
G15913,-1.33299104529515,-1.28212077272184,-1.27026826003104
G15191,-1.32630128133373,-1.25116138531636,-1.23735546826248
G17296,0.886846475032134,0.922077421954439,0.924196478783816
G16060,0.45680986838376,0.384783677285713,0.387010767413012
G16986,-1.54072860184392,-1.47298472291882,-1.4706014755599
G16352,-0.683189824744155,-0.59953910159682,-0.59727690230572
G17253,-0.426361542422665,-0.469056801056484,-0.461019809602259
G15232,0.555458996930083,0.437711956999142,0.439817968572591
G17498,0.233747972961511,0.382765187907122,0.387248898667554
G16361,-0.63016657840674,-0.642963516685359,-0.640515781604927
G17543,0.698294024486038,0.708002138694904,0.713748677300377
G17208,-0.53973249707746,-0.533440378977955,-0.531018544647472
G16958,-0.848416579069797,-0.847095638461625,-0.840785485913103
G15836,-0.779619224176502,-0.877519718800521,-0.872784172669852
G18253,2.41731802221136,2.26329487912491,2.26547140355233
G15274,-1.42100617687469,-1.46548852251414,-1.46333198154852
G17160,-0.502301600273739,-0.472624607928998,-0.470273169534668
G16667,1.32751270702959,1.18984795560872,1.19273450229146
G15024,-0.366410934860877,-0.368910482067372,-0.366517965442672
G17706,-0.457446621533628,-0.471655252501713,-0.441523595059108
G15609,1.31724439691211,1.27730142869457,1.28097134033296
G17232,0.501171346525915,0.621498203814809,0.62652014523527
G17270,0.613989441826063,0.539660069681835,0.543577030812836
G17587,0.32137445445809,0.324915211349602,0.327216354956921
G14881,1.16911033278339,1.3084413306981,1.3068140759144
G15387,0.71495828944012,0.653657218599061,0.655986061333257
