,edgerlrt,edger,deseq2
ENSG00000154734,-2.14906543737264,-2.11872723154175,-2.14496701735539
ENSG00000241684,-2.42550312489273,-2.38718282917866,-2.42651691214018
ENSG00000235584,-5.64451344419333,-5.18669394046777,-5.69212803135231
ENSG00000140030,-1.40541053681239,-1.37424408933022,-1.39944433611572
ENSG00000180061,-2.10608937475447,-2.07494640236436,-2.10238742368219
ENSG00000224373,1.49465162495007,1.51998827706658,1.49992676438937
ENSG00000106367,1.01983761727007,1.05122211302121,1.02638765106879
ENSG00000211662,2.09147850526194,2.11925382538973,2.10022884173492
ENSG00000224650,1.32394169984721,1.34698393407671,1.33043674293654
ENSG00000119866,1.27353984795426,1.30757748057587,1.27895478143034
ENSG00000005981,-1.50207390968079,-1.44724365287063,-1.50825814100073
ENSG00000230510,-1.19069976274229,-1.18167876743979,-1.18947902429392
ENSG00000029153,2.32797389909126,2.3606790145286,2.33421029080506
ENSG00000146477,-1.91632166631665,-1.88091865402001,-1.91033164044286
ENSG00000173467,-2.63589440967994,-2.58800581254785,-2.63218357308109
ENSG00000140511,1.11163128197048,1.14237247920458,1.11711457842903
ENSG00000166153,1.01532138258948,1.04477235141465,1.026081782182
ENSG00000234678,1.30783865091392,1.34458484110844,1.31613255357842
ENSG00000073861,-1.40352315339283,-1.36933616099844,-1.39905235371636
ENSG00000139174,-1.13429960188834,-1.10315260049587,-1.12926965283237
ENSG00000108179,1.23223356845188,1.26339650899101,1.23825491503537
ENSG00000108576,-6.87053884169657,-6.75629442891578,-6.87255298374942
ENSG00000019102,-3.59038711123596,-3.53981358312958,-3.58914318158541
ENSG00000260778,-1.23119514965897,-1.20276133003366,-1.23047476304551
ENSG00000169783,1.93186615867834,1.96202841686978,1.94200853490021
ENSG00000237943,-1.09861428118294,-1.06910579104791,-1.0950190846491
ENSG00000244405,-1.1408662304327,-1.1105578894499,-1.13612507130824
ENSG00000143324,1.46239605636499,1.49429873374132,1.46938384868859
ENSG00000211632,1.77393496565351,1.78484662102036,1.79090077711172
ENSG00000165966,-2.14421940017977,-2.0850447864063,-2.15283914520695
ENSG00000164185,-1.4289892749484,-1.39772401456535,-1.42653325860741
ENSG00000188536,-4.39303996131225,-4.34585684506236,-4.38581317403753
ENSG00000160766,1.0752681568709,1.10720903201237,1.08290953032049
ENSG00000180871,-2.46183518006711,-2.42798199151133,-2.45894634060926
ENSG00000163464,-2.6088772165023,-2.55623884238876,-2.61141867043405
ENSG00000165996,-1.55522285572683,-1.52257089623667,-1.55067866437264
ENSG00000220563,-1.4221726596413,-1.41429223665717,-1.42739002834054
ENSG00000149564,-2.33968094942878,-2.30780986954175,-2.33285870142792
ENSG00000162004,-1.53451669354002,-1.50518034876266,-1.52677638742946
ENSG00000215158,1.00026349264488,1.03233996359193,1.00862552930787
ENSG00000211592,1.90302149905562,1.93152418338872,1.91110682485521
ENSG00000115607,-1.37182778879039,-1.33839307412716,-1.3685717345732
ENSG00000077274,-1.30688926119555,-1.20868986076853,-1.31341279989073
ENSG00000170577,2.01479074617415,2.07066596535608,2.03371439973467
ENSG00000248608,-2.38000819228092,-2.19143506819696,-2.40001347688678
ENSG00000048991,1.06463923162708,1.09528569344719,1.07044882244098
ENSG00000115598,1.87792530773941,1.90241130124106,1.88744051113003
ENSG00000164749,2.84698137068374,2.86242191999519,2.85811373042671
ENSG00000182199,1.28828495387158,1.3199798168953,1.29513442060831
ENSG00000157423,-1.68347966805357,-1.64940970902118,-1.67828639981815
ENSG00000234614,1.24277030158509,1.27148017224323,1.24799233892741
ENSG00000127423,2.53389880548452,2.564345773864,2.54412637366207
ENSG00000137142,1.39489916863174,1.43478272856628,1.40641018261444
ENSG00000103241,-2.66018166416502,-2.62862749147784,-2.65482905866271
ENSG00000119285,1.21753631465249,1.24872032337306,1.22396395853574
ENSG00000111452,-2.68048901316785,-2.64806059963202,-2.67605353310058
ENSG00000152952,1.54094082936301,1.57306399316787,1.54791053222688
ENSG00000109072,-2.00411936609571,-1.97292020207085,-2.00504467812797
ENSG00000085741,-1.50720775100748,-1.45298459709582,-1.50802733867068
ENSG00000111669,1.14729057163488,1.17903291639626,1.1539581061405
ENSG00000128059,1.90197969097915,1.93211546053834,1.90767020054898
ENSG00000054179,1.69609584295446,1.73118369153155,1.707040522913
ENSG00000259884,-1.71210128556108,-1.65934101156127,-1.71744336420022
ENSG00000138028,3.53638639891677,3.55567990382043,3.55446887675083
ENSG00000137288,1.01722404451595,1.04847811945313,1.02337516860213
ENSG00000123338,-1.34545406871391,-1.31522636883883,-1.33998115207016
ENSG00000012779,-2.15554909567019,-2.12513071935079,-2.15027640089441
ENSG00000080293,-2.87666979494261,-2.80952812785946,-2.87349271207919
ENSG00000125895,-1.87433978126072,-1.84640265297965,-1.87061247265683
ENSG00000186907,1.12828396518275,1.16177630721415,1.1362016414965
ENSG00000152611,-3.06940529242862,-3.01131952537892,-3.08707826319005
ENSG00000145777,-1.47088171712619,-1.41203631667925,-1.47064145366755
