,edgerlrt,edger,deseq2
ENSG00000277639,-2.66552739135717,-2.64607769972546,-2.71018851197415
ENSG00000059588,1.39038449008476,1.39049463417339,1.36724511841957
ENSG00000154734,-1.55775950723775,-1.55745500465549,-1.58064141062352
ENSG00000084734,-1.73134177213949,-1.72990558253941,-1.75213654522124
ENSG00000166206,-3.07448662646842,-2.87854695516906,-3.12382308217473
ENSG00000123612,-1.85625760300395,-1.85260393220361,-1.8841872945832
ENSG00000140044,-1.41231222817277,-1.41295887087102,-1.43633566551365
ENSG00000114346,2.17065015069354,2.17020354385274,2.14864347044007
ENSG00000140030,-1.55490167357134,-1.55791818603228,-1.58110698258179
ENSG00000180061,1.74956360450621,1.7502588406789,1.72893815639617
ENSG00000130222,-2.03582884429424,-2.03549677914478,-2.0592112836477
ENSG00000042062,-3.31913878130704,-3.30339516809159,-3.34779176067586
ENSG00000113600,-5.33385627936953,-5.32874253752328,-5.35642869694373
ENSG00000135451,3.56622959412946,3.56894491940342,3.55222425265201
ENSG00000152527,-1.74244909423159,-1.71101566777475,-1.77404924128593
ENSG00000164038,-1.68272204021923,-1.68162627462506,-1.7049083522985
ENSG00000185652,-4.50197561240771,-4.47255637993184,-4.54697237582212
ENSG00000211662,-3.87392001047908,-3.65689543154552,-3.93540618431904
ENSG00000124875,-3.38605475399041,-3.09120608797222,-3.45197075813888
ENSG00000163145,-1.87905833203914,-1.85550203392484,-1.91411291584141
ENSG00000170927,-2.41483823164893,-2.36257279875432,-2.44418054767812
ENSG00000235529,-2.08628485708955,-2.04313672627623,-2.13017057329305
ENSG00000152782,-1.56498089743883,-1.56495273277091,-1.58875141032609
ENSG00000198099,-3.96466964738155,-3.96453523608159,-3.9858842868602
ENSG00000062096,-3.48586438224734,-3.06929577384019,-3.58776605229616
ENSG00000035499,2.37212752017046,2.36968740151794,2.35581209317355
ENSG00000131183,-1.89298449362793,-1.81385846492453,-1.93499344765794
ENSG00000186827,2.46251085946205,2.46006467567544,2.44593573621622
ENSG00000187498,1.85115177517804,1.85114141785153,1.82859116284326
ENSG00000117643,-2.18853765771581,-2.18487849632854,-2.21238001510582
ENSG00000175063,3.61116289139896,3.61339016317144,3.59405072037228
ENSG00000278683,-2.41143162355168,-2.32801326638512,-2.45000934140138
ENSG00000004799,-1.86312798334583,-1.8629017975957,-1.88784532474035
ENSG00000122756,-2.84238033591645,-2.69877774485698,-2.8757237144397
ENSG00000164128,-2.9264849866485,-2.91675812693774,-2.95350346292743
ENSG00000019102,-2.56320011041521,-2.51240740912369,-2.60410786580525
ENSG00000145692,-2.61371547079704,-2.61347380593719,-2.63622739968519
ENSG00000108176,-2.62689965605607,-2.61591699099003,-2.65132204876943
ENSG00000160298,1.75614991947036,1.75892760691835,1.73643659696609
ENSG00000093009,3.08570262384805,3.08933550825347,3.07169261904984
ENSG00000138646,-1.54846578721734,-1.54655115736385,-1.57231865263014
ENSG00000188536,-2.39163268062752,-2.38669344415488,-2.41587108095033
ENSG00000104760,-1.75547297285831,-1.75544301163194,-1.77684611670161
ENSG00000133661,-1.77338265477839,-1.72703563034157,-1.81657883097712
ENSG00000159403,-1.93852635435318,-1.9384889118614,-1.96113115757768
ENSG00000163888,2.07914536004716,2.07029771295358,2.06773100714577
ENSG00000137310,2.42341447260499,2.42340985371274,2.40093156196931
ENSG00000119969,1.82939026868254,1.82900335188449,1.80871747900267
ENSG00000164344,-1.9367065601026,-1.93654983766105,-1.95832549689347
ENSG00000187116,-2.42425918878575,-2.42214261818422,-2.45306592523333
ENSG00000189233,-1.91212644934932,-1.90433726967205,-1.93458383140567
ENSG00000113594,-3.31405550236825,-3.31098064208606,-3.33819903564668
ENSG00000166126,-2.03698926108898,-1.9984243902893,-2.06354099912236
ENSG00000113319,1.7633397583078,1.76401326614717,1.74168136640207
ENSG00000165030,-1.62582087968147,-1.62583391308022,-1.64968108431412
ENSG00000275302,-1.94778930542508,-1.94603229994382,-1.97311070855059
ENSG00000167767,-2.27465526703702,-2.11319297375033,-2.31865593141251
ENSG00000120129,-1.73514080315034,-1.73512411789126,-1.75872440583075
ENSG00000136160,-1.44812287998412,-1.44791867824886,-1.47140168918805
ENSG00000211592,-3.49659721076737,-3.48985864382429,-3.52465112048294
ENSG00000271681,-3.13433807967696,-2.94549030026387,-3.19846948155179
ENSG00000115607,-1.7276070059129,-1.72340033480032,-1.7606119152816
ENSG00000163220,-1.64851776513069,-1.64441382048608,-1.67293898400765
ENSG00000234614,1.72327394675718,1.72501856412758,1.70484399347894
ENSG00000009765,-2.30372306293613,-2.29762709730097,-2.3270293979114
ENSG00000276070,-1.62206668097387,-1.62192744551577,-1.64945633680339
ENSG00000163235,-2.13581274599497,-2.11666522155841,-2.16276464917894
ENSG00000103241,-1.58298412601198,-1.57997454475753,-1.60945133670943
ENSG00000163918,1.39694376424832,1.39589956952957,1.37408671453702
ENSG00000137727,-1.76611689776672,-1.75186174418708,-1.79555640464652
ENSG00000158882,1.66430079806361,1.6640739680381,1.6416579408777
ENSG00000182853,-1.57793796384391,-1.5793530434831,-1.60287492674221
ENSG00000085741,-2.4217568618453,-2.37436823403301,-2.45484424899886
ENSG00000181291,-2.36473955313916,-2.30403332142885,-2.40830457620772
ENSG00000160767,1.57336721222826,1.57295842001697,1.55026832651614
ENSG00000172322,-2.53966941809142,-2.539084218463,-2.57653652719155
ENSG00000261469,-2.36826971629574,-2.34495344346839,-2.40186494575837
ENSG00000175084,-2.83857976503954,-2.66167390610194,-2.90737200452227
ENSG00000160870,-2.39911071882757,-2.39353991035051,-2.42261157729742
ENSG00000166819,-2.45192978733706,-2.43738314677354,-2.47747272354595
ENSG00000196407,1.93513361762575,1.93686398261437,1.91508885174346
ENSG00000106462,2.119514481447,2.11991625859336,2.09740979414195
ENSG00000101447,2.47931667584986,2.47931450381914,2.45707520133157
ENSG00000229005,-1.90762972013548,-1.89039486761211,-1.93116000538196
ENSG00000124212,-3.20298347145338,-3.16000445220721,-3.23382147916098
