"","logFC","logCPM","F","PValue","FDR"
"ZNF813",-0.65050731238249,-2.46309913114972,3.85291560158807,0.0510343621680728,0.0908801958659272
"SEZ6",-0.259943244947794,-1.16540927788297,3.85285103829271,0.0510362879321395,0.0908801958659272
"PDPK1",-0.143765388506837,3.21785522238015,3.85153670449277,0.0510755081114161,0.0909414387337294
"ARF3",-0.276352726346135,3.03372559064549,3.84978615435368,0.0511277950256994,0.091025933531247
"TRPC6",-0.235791455550384,2.83744677534633,3.84934265163917,0.0511410509954551,0.0910409297535799
"UBE2S",0.167232522470231,3.53462075700356,3.8486717878575,0.0511611095815032,0.0910680319660169
"GLRA3",0.596395783563214,-3.43100257272336,3.84837300448788,0.0511700457955086,0.0910753328321797
"NIPA2",0.0960806542887006,5.43286874945658,3.84804552296619,0.0511798422440637,0.0910841632681787
"KRTAP10-10",-0.549307775886331,-3.80295654699711,4.52030490045762,0.0512023807320597,0.0911156667514208
"TRABD",0.103485591281479,5.8989721508261,3.84612916392376,0.0512372092698186,0.0911690326083728
"ZNF382",0.170244771736574,1.45285183696179,3.84512194246704,0.0512673883470448,0.0912141161391793
"HERC4",-0.0745932309806531,5.06698064449779,3.84404185888536,0.0512997716230553,0.0912631124596389
"IMP4",0.118480205051106,6.02215725643781,3.84298854787746,0.0513313731976031,0.0913107089987203
"SPIN2A",0.177865820143067,0.485650497098099,3.83896765339796,0.0514521995274453,0.0915169988384492
"RNASEK",-0.118025508650028,8.97427444791241,3.83763530815488,0.0514923028298897,0.0915796828464372
"TIMM50",0.0865040685098171,4.67496433547251,3.83642383264616,0.0515287969036839,0.0916359365686394
"OPHN1",-0.548074163289754,-0.253952382761922,3.83509904641758,0.051568735873996,0.091698305304355
"FAR1",-0.217725024117362,3.26340861647431,3.83466831449807,0.0515817284651922,0.0917127513758652
"SGF29",-0.156291492345466,3.71542753622426,3.83448476480418,0.051587266115763,0.0917139410238528
"HSD17B12",-0.238443700229049,3.7168395681514,3.82742731534532,0.0518006691110171,0.0920846470428744
"SLC26A3",-0.461603287508355,-3.07331472988549,3.82588756441088,0.0518473530205449,0.092158939064071
"FNTB",0.105105148512474,3.51256256775463,3.82518839061992,0.0518685661698122,0.0921879469296086
"ZNF619",-0.0998462333249694,1.78911168676992,3.82379853152091,0.0519107624130758,0.0922542398431625
"ATG16L1",0.0695868849256213,4.42080426231768,3.82319371686834,0.0519291360670127,0.0922781874568801
"RBL2",-0.148739351745276,5.40814324390593,3.82206559451562,0.0519634258093209,0.0923304108089027
"ADPRM",-0.0828476131593399,3.80820563137779,3.82175485512159,0.0519728751013534,0.0923384911024517
"POLR1A",-0.283115435219852,1.44876548684519,3.81945989876119,0.0520427193243582,0.0924538614326915
"RNF43",0.176931861490129,3.09341894265576,3.81856024326975,0.0520701265549936,0.0924852189522782
"SNAPC3",-0.0813547251239695,4.35219566349367,3.81855817345817,0.0520701896277664,0.0924852189522782
"AL033529.1",-0.239478627845884,-1.90753885404131,3.81787652366942,0.0520909657779669,0.0925133980697031
"TPP2",-0.073288666765216,5.01064666789978,3.81599045980956,0.052148497606855,0.0926068436951295
"SFXN5",0.0851997469571132,3.82565276820276,3.81571899978488,0.0521567837048324,0.0926128279226724
"PPIAL4F",-0.508480788660366,-3.91255050302603,7.52399833952019,0.0522402574963889,0.0927523063823727
"OR2T33",-0.205028356691495,-2.28268811905548,4.51608325376238,0.0522976163209989,0.0928453959339344
"DCLK3",0.360364239774106,-1.57251581461921,3.80995262276366,0.0523331298244099,0.0928996889966297
"COMMD8",-0.462674782363774,-0.966936001061064,3.8095224754656,0.052346309961161,0.0929143302599031
"UBE2E3",0.0821233069935651,6.01963498756247,3.80671544435919,0.052432407144954,0.0930583838135145
"ARHGEF9",0.08091923842099,3.91473898988549,3.80613288544274,0.0524502942958916,0.0930813607108814
"NEMP2",0.24584665137928,1.07890695588864,3.80562122448542,0.0524660099329723,0.0931004799469981
"IRF8",-0.242490385932868,3.47778422525923,3.80097484904978,0.0526089532176294,0.0933453386751157
"GINS3",-0.10420213557159,2.67747668129904,3.79848133094618,0.0526858362354461,0.093472949990896
"POMZP3",-0.145773904309592,4.01521405182824,3.79787532136811,0.0527045395193831,0.093497327005004
"CTAGE1",0.51221333964965,-3.61061010451233,3.79676838443957,0.0527387212212292,0.0935491554016494
"B4GALT6",-0.156221120207259,1.62030743558094,3.79570121267246,0.052771697385785,0.0935988358302813
"UGT2A1",0.653486893716262,-0.510725506437137,3.79519968707416,0.0527872023862728,0.0936175219876301
"WNT7B",0.545212983781553,-1.13389695886637,3.79468482998414,0.0528031245947329,0.0936369444710137
"SH2B2",0.195973275727652,2.98476028087995,3.79329740135665,0.0528460570210109,0.0937042566040854
"ATG2A",-0.151823941129011,4.34759521878931,3.78998616464884,0.0529486701195813,0.0938773691964869
"MIS18A",0.433830714474282,-0.103214604484309,3.78955969903048,0.0529619014609679,0.0938919913158021
"THEM6",-0.291518994983354,0.462322809118614,3.7872772594429,0.0530327754580665,0.0940027798696659
