"","logCPM","logFC","lfcSE","stat","pvalue","FDR"
"TSPAN6",1143.4439708007,0.789115142620581,0.0891309095116256,0,1,1
"TNMD",7.08826172540278,-0.199131249899577,0.548363319107395,0,NA,NA
"DPM1",2070.17577311097,0.092760604908755,0.0428081753886976,0,1,1
"SCYL3",210.885127377431,-0.0166497958290081,0.0507572760536631,0,1,1
"C1orf112",111.645464990318,0.13098196004639,0.0462784047399447,0,1,1
"FGR",3373.87810534075,-0.685528515721657,0.0991695913350479,0,1,1
"CFH",5853.99844218645,1.25595470407275,0.0779328933641063,3.28429618129177,0.00102237417497413,0.0357908121556036
"FUCA2",1772.26064557501,0.0656744759026662,0.0483615966751412,0,1,1
"GCLC",877.194452906735,0.834511435068079,0.0891376366412524,0,1,1
"NFYA",605.733353231735,-0.186849469024229,0.0482598778697412,0,1,1
"STPG1",184.576567832206,0.287730404814545,0.101509311558224,0,1,1
"NIPAL3",671.620919353888,-0.242061584331796,0.0444962844227214,0,1,1
"LAS1L",1055.11178446571,-0.0134295039898106,0.0288400472634541,0,1,1
"SEMA3F",1091.44792410564,-0.544362068551577,0.088903214733691,0,1,1
"CFTR",474.595903082225,-0.298916403341288,0.0908497862344776,0,1,1
"ANKIB1",167.318078024393,-0.192877946427823,0.106689074293652,0,1,1
"CYP51A1",102.806229179012,-0.651070117527236,0.137970960913184,0,1,1
"KRIT1",1045.38834414515,-0.0963706937305631,0.0367575547489222,0,1,1
"RAD52",546.332882991461,0.10451590494828,0.0878539854802633,0,1,1
"BAD",3733.00828994919,-0.0682743120383151,0.052129320712126,0,1,1
"LAP3",5041.45661761749,-0.134783395275508,0.0696985321784276,0,1,1
"CD99",1894.59511087496,0.0314626719506067,0.0660089478120035,0,1,1
"HS3ST1",83.3885784410079,1.20786400359725,0.176945587205186,1.17473403479798,0.240101138388932,1
"AOC1",47.380386075366,1.46437669579481,0.121079531475715,3.83530304532067,0.000125409568925401,0.00564769209184924
"WNT16",2.9153033780772,0.459310695286001,0.284619608024924,0,1,1
"HECW1",15.3110366962462,1.02355341455373,0.150189115420502,0.156825043464585,0.875382735231443,1
"MAD1L1",975.02610551676,-0.20269145119131,0.067520741799727,0,1,1
"LASP1",637.48331903256,0.0150595429713886,0.0721907744737069,0,1,1
"SNX11",973.806737258403,-0.133628137916278,0.0317729656668543,0,1,1
"TMEM176A",1333.71860776492,0.651787021500126,0.0958744402691639,0,1,1
"M6PR",4042.11410810885,-0.0619684549999707,0.0417292237276953,0,1,1
"KLHL13",152.372334293976,1.50921870031397,0.126778568192533,4.01659923734616,5.9044006876871e-05,0.00296884147315302
"CYP26B1",183.520711529041,-0.145169872002788,0.152136049111876,0,1,1
"ICA1",908.181160563018,0.0380807275335905,0.0479715676068922,0,1,1
"DBNDD1",221.051396493978,0.182190839260058,0.0790669572748362,0,1,1
"ALS2",198.462653589517,-0.100760039208775,0.0571534590457343,0,1,1
"CASP10",705.074557630338,0.0276174698151213,0.0401553920823716,0,1,1
"CFLAR",6159.22012240683,-0.462303871411434,0.0733000019215811,0,1,1
