"","logCPM","logFC","lfcSE","stat","pvalue","FDR"
"ENSG00000000003",3.52033758630094,-1.26892119591427,0.316613112233107,-4.00779736178464,6.12876700943093e-05,0.000171815668634425
"ENSG00000000005",0.0230318750669664,0.525675096493231,2.91407020521922,0.180392049426855,0.856844795579838,NA
"ENSG00000000419",243.153841549985,-0.106583464078531,0.0820509899583019,-1.29899059271188,0.19394715761365,0.260637994712954
"ENSG00000000457",311.338257623379,0.0833505557094677,0.0459509538875843,1.81390262133358,0.0696927191056969,0.10596158790314
"ENSG00000000460",58.1573042350841,0.0872562291025879,0.0893814877161622,0.976222608642147,0.328954161758875,0.409373965246561
"ENSG00000000938",23542.2896549822,0.452811346868711,0.072272774750874,6.2653101175313,3.72084154763041e-10,2.78632546172844e-09
"ENSG00000000971",40.7728815194168,0.0788397909536808,0.185271651872395,0.425536179749622,0.670445852971444,0.734737125493896
"ENSG00000001036",468.635686490185,0.490076288823855,0.0589895210943751,8.3078533226232,9.7448877681607e-17,2.76687115040775e-15
"ENSG00000001084",138.578490575518,-0.369512493876714,0.107177730079792,-3.44766112887089,0.000565463009346567,0.00132902633144091
"ENSG00000001167",373.827285430967,-0.0833902750591422,0.05831053644578,-1.43010646346364,0.152686465416384,0.212431559113308
"ENSG00000001460",41.1723452422836,-0.305203453581193,0.107352650511191,-2.84299877206456,0.00446912426058689,0.00888163389522393
"ENSG00000001461",343.338074810951,-0.473313123654469,0.0727174133202809,-6.5089378464245,7.56840268277089e-11,6.43376365988586e-10
"ENSG00000001497",556.035943700709,-0.23131392526348,0.0579887799750188,-3.98894278105399,6.63684266752369e-05,0.000184725454246076
"ENSG00000001561",43.7122557602226,-0.800599538681714,0.166243550275503,-4.81582315437163,1.46594311692708e-06,5.47428770112876e-06
"ENSG00000001617",1.06880175959628,0.455467890420966,0.734063223996372,0.620475015682324,0.534945097909495,0.613017952898426
"ENSG00000001626",0.20516962253893,0.121726855670003,2.91407020521922,0.0417721081159904,0.96668037009751,NA
"ENSG00000001629",166.894869955382,-0.324277380451574,0.0774298479978844,-4.18801520132694,2.8140467224598e-05,8.35567327709347e-05
"ENSG00000001630",2.04113620505109,-0.790809853042154,0.467885266405352,-1.69017900289477,0.090993714135839,0.134592702308925
"ENSG00000001631",144.836976942703,-0.445091810236699,0.108070352044846,-4.1185376175327,3.81284334699747e-05,0.000110603791599211
"ENSG00000002016",106.165520375685,-0.340936114171687,0.0814122640980625,-4.18777340181847,2.81704566109696e-05,8.36229666714389e-05
"ENSG00000002330",684.597202429282,0.572857527223689,0.101723038681971,5.63154163153423,1.78605849152338e-08,9.44155018102437e-08
"ENSG00000002549",2231.88956923669,1.95612191952006,0.161640908416157,12.1016513621903,1.03507770091177e-33,1.96046241132447e-31
"ENSG00000002586",4369.67729491633,0.224524541545168,0.0731659888419482,3.0687009784038,0.0021499166332378,0.00455219566882295
"ENSG00000002587",21.2314390290202,-0.784284625228806,0.19085569916461,-4.10930681484326,3.96848537180708e-05,0.000114839847791198
"ENSG00000002726",171.902473399433,1.7832378218794,0.406164168470744,4.3904360854713,1.13123563165918e-05,3.62476183109113e-05
"ENSG00000002745",2.44620731056984,-1.31069039940334,0.35469869432384,-3.69522194577542,0.000219694791323019,0.000555803844932043
"ENSG00000002746",0.22546830887802,0.179441915247954,1.36766787743371,0.131202844059377,0.895614846174621,NA
"ENSG00000002822",1092.37697036071,0.177522045720658,0.100301728402669,1.76988022587191,0.0767470955783085,0.115555903192119
"ENSG00000002834",9838.1404660205,0.233326362697986,0.0523008163164517,4.46123749362189,8.14877214726593e-06,2.68473865547703e-05
"ENSG00000002919",1713.36406712161,0.455913011117405,0.0640610386259056,7.11685325272012,1.10418938981947e-12,1.35352528913071e-11
"ENSG00000002933",904.346443868203,1.11801504835088,0.312224257661929,3.58080777170572,0.000342533599361035,0.000834230724741452
"ENSG00000003056",2292.3234421831,0.0433215007952421,0.0670876770634193,0.645744534488643,0.518444813937613,0.597888598756739
"ENSG00000003096",2.73433313069295,-0.849269559154903,0.339382149817709,-2.50239902013429,0.0123354809382766,0.0223315484849486
"ENSG00000003137",21.174834613052,-0.621798217404036,0.803571585134994,-0.77379318645218,0.439053102421857,0.522259330653985
"ENSG00000003147",62.2040250222032,0.065661016019634,0.0959775620927458,0.684128817068555,0.493893826445175,0.575789297291698
"ENSG00000003249",107.206809397878,-0.766969221573381,0.155333714138763,-4.93755799135935,7.9106887011071e-07,3.09317487957941e-06
"ENSG00000003393",139.234794516501,-0.269954142262685,0.0783390894291984,-3.44596987569871,0.000569013786321916,0.0013367649546764
"ENSG00000003400",951.865822316856,0.521755672636141,0.0639681140893768,8.15649609283682,3.4488366005521e-16,8.73799041487352e-15
"ENSG00000003402",9102.19345027618,0.544726285077175,0.0796718041973467,6.83712752039467,8.07968168936505e-12,8.36570242116857e-11
"ENSG00000003436",20.3026339431734,0.934313701053668,0.178124639034872,5.2452805300605,1.56044712150634e-07,6.94222407451018e-07
"ENSG00000003509",156.860550570871,-0.13781454162067,0.0501591246143158,-2.74754678596078,0.00600429417492663,0.0116493057877308
"ENSG00000003756",5320.59314532127,0.0881171723761255,0.0408070579175958,2.15936107312774,0.0308221654118581,0.051219671625462
"ENSG00000003987",0.798460168951714,-0.510584237277286,0.457400306619843,-1.11627436599347,0.264304710702023,0.3394737398208
"ENSG00000003989",0.0115159375334832,0.467967784906282,2.91407020521922,0.160589056525863,0.872417074652644,NA
"ENSG00000004059",3065.95373564227,0.427067316280515,0.064958612929735,6.57445251705835,4.88325098475741e-11,4.28000965261102e-10
"ENSG00000004139",417.351108474199,-0.381988646110407,0.0589739750425217,-6.47724094967286,9.3414958693668e-11,7.82117371143589e-10
"ENSG00000004142",1148.77612113891,0.213345900483903,0.0441408875661802,4.83329430483324,1.34292027904587e-06,5.05254235800907e-06
"ENSG00000004399",1761.68157309161,-0.107541163274665,0.0793621012760359,-1.35506950478312,0.175395413515028,0.239099988352664
"ENSG00000004455",1266.93625031074,0.0413447786963826,0.0364771060767194,1.13344459424565,0.257027596012783,0.331305136830819
"ENSG00000004468",293.213486727548,0.53316399340934,0.114790537412096,4.64466850168401,3.40622944022326e-06,1.19498869293218e-05
"ENSG00000004478",842.085467880882,0.281737658556198,0.0816193900007522,3.4518471475173,0.000556763034306982,0.00131051423176913
"ENSG00000004487",686.030609252342,-0.256263662317961,0.0439088737644635,-5.83626133734638,5.33851397673732e-09,3.13231811759378e-08
"ENSG00000004534",2887.0687018853,-0.115424725814959,0.0615814489081937,-1.87434248237704,0.0608832356834381,0.0940966796098593
"ENSG00000004660",752.6951310625,0.405287527672252,0.099857477032537,4.05865979910744,4.93551542751513e-05,0.000140881253638555
"ENSG00000004700",344.505075231202,-0.235376609719912,0.0797025871949515,-2.95318656525144,0.00314511819372126,0.00644587366939627
"ENSG00000004766",124.360473413939,-0.228688192827276,0.101747826373763,-2.24759782078497,0.0246018466633843,0.0418180234791531
"ENSG00000004776",7.74617829565534,1.29042400426452,0.261071155967602,4.94280572467631,7.70062118304209e-07,3.02092315215526e-06
"ENSG00000004777",364.327581993761,-0.438766340905614,0.0890167536194186,-4.92903103141136,8.26384492984064e-07,3.22314855864779e-06
"ENSG00000004779",437.36188953927,0.137200017050031,0.0512272069234651,2.67826464275149,0.0074004721175171,0.0140664217913546
"ENSG00000004799",151.900709043228,0.0526306157814432,0.1703876219958,0.308887553948846,0.75740706468058,0.810683212456473
"ENSG00000004809",24.9540069381041,0.62980350341992,0.205794281564723,3.06035473207182,0.00221074977229996,0.00466700485436871
"ENSG00000004838",89.9132988344453,-0.249170702171217,0.0934395349218276,-2.66665178053032,0.00766110042631715,0.0145191642124627
"ENSG00000004846",0.507966194491615,0.0901497275631041,0.885471253999341,0.101809886154894,0.91890757841206,0.939628658538255
"ENSG00000004848",0.0913415735959697,0.698798391628933,2.83725257639705,0.246294037211279,0.805454625424845,NA
"ENSG00000004864",95.1437249260072,-0.100201553375802,0.0783327489049251,-1.27917831017802,0.200834271988406,0.268476250495089
"ENSG00000004866",152.531479440231,0.506438281993566,0.0757508143188441,6.68558201713724,2.30008657097212e-11,2.16895230927553e-10
"ENSG00000004897",283.07122419283,0.103248158814328,0.0782128919683992,1.32009130740293,0.186804534648569,0.252547112432706
"ENSG00000004939",5361.49510396505,0.779721866562784,0.218389883857863,3.57032044153776,0.000356544791773839,0.000865910423931118
"ENSG00000004948",0.0406926959807336,0.5256755865408,2.91407020521922,0.180392217592869,0.856844663568257,NA
"ENSG00000004961",182.109567279601,0.202743130048838,0.0514750466909861,3.93866821075347,8.19351416560263e-05,0.000223840753748416
"ENSG00000004975",570.779134518459,-0.225175407147283,0.0479793138275343,-4.69317689612434,2.68994695788743e-06,9.59301175727891e-06
"ENSG00000005001",6.39129175000423,-1.48414847698414,0.314146198012329,-4.72438783717477,2.30809560703792e-06,8.342339509636e-06
"ENSG00000005007",4258.73063276738,0.0536464418582415,0.0459921925370596,1.16642497126038,0.243442667224627,0.316076581229367
"ENSG00000005020",1045.47425473867,0.0793255256933545,0.0971436558538689,0.816579579964359,0.414168728531746,0.497252204918565
"ENSG00000005022",2002.77106045114,0.00183415762906993,0.0481473909535036,0.038094642154986,0.969612223152138,0.977289080263214
"ENSG00000005059",578.59118663265,-0.0267413385087344,0.0565254538582579,-0.473084896864171,0.636152611510205,0.704462474821033
"ENSG00000005073",0.0265732599121065,0.352553651779953,2.91407020521922,0.120983238889892,0.903704311096688,NA
"ENSG00000005075",944.575388704401,0.66499098722768,0.0996626951748993,6.6724162542532,2.5162564597978e-11,2.34996867571375e-10
"ENSG00000005100",119.731073323548,-0.230550406467547,0.0630791903907034,-3.65493604213293,0.000257246100275497,0.000642122980292309
"ENSG00000005102",29.6147560185516,-0.401227328061758,0.171411433960854,-2.34072674611302,0.0192462475907413,0.0335330347017952
"ENSG00000005108",1.12100332669127,-0.942616267961604,0.554793773434088,-1.69903901791643,0.089311832176539,0.132420244919697
"ENSG00000005156",318.362122191919,-0.303041442272997,0.0500600370541905,-6.05356008715999,1.41679190002159e-09,9.37146294686341e-09
"ENSG00000005175",278.9641030041,0.148253776546581,0.0774716728363492,1.913651417593,0.0556647105070952,0.0869834610006737
"ENSG00000005187",85.4072837037643,-0.37122184281089,0.118574262669487,-3.13071179574299,0.00174383204213625,0.00376002435740915
"ENSG00000005189",30.2095276145332,0.124276832160257,0.127164789057825,0.977289649761036,0.328425775712659,0.4088146768128
"ENSG00000005194",601.065322322203,-0.111680145226514,0.0514859900379134,-2.16913659704853,0.0300723149615336,0.0501022445470477
"ENSG00000005206",1504.91833031516,-0.216894960006028,0.0783858530460248,-2.76701664366244,0.00565718668812706,0.0110295965921794
"ENSG00000005238",3514.16159404887,0.392931361058901,0.0811767091818786,4.8404445686327,1.29548988775824e-06,4.89186808820162e-06
"ENSG00000005243",32.4633682488306,-0.210882144294737,0.149404515746737,-1.41148440688509,0.15810183021948,0.218809439060662
"ENSG00000005249",489.424201683742,0.744548968552136,0.150889881132009,4.93438634165767,8.0403149550184e-07,3.14069747400379e-06
"ENSG00000005302",1994.13024746798,0.398675237119655,0.0714766062726873,5.57770238277244,2.43716161215851e-08,1.26003851526078e-07
"ENSG00000005339",3438.97914098632,0.0237636554110039,0.0613122385397019,0.387584207932909,0.698323757388513,0.759234601050122
"ENSG00000005379",770.327484885939,-0.822841903544862,0.105509547948689,-7.79874352172397,6.25265975273132e-15,1.20934070510174e-13
"ENSG00000005381",285.649179232337,1.17511084825526,0.226849321907717,5.18013824495054,2.21721519025758e-07,9.58940939011151e-07
"ENSG00000005421",0.176253717107448,0.583393495450505,1.73544512101147,0.33616360920159,0.736747493283104,NA
"ENSG00000005436",76.1754432749686,-0.467191754479939,0.102715996410828,-4.54838360922224,5.40595279308207e-06,1.83599065885322e-05
"ENSG00000005448",258.263670328026,-0.506470739145484,0.0937154750105104,-5.40434479032073,6.5045718571122e-08,3.1122152037218e-07
"ENSG00000005469",71.5236148827408,-0.580268907512487,0.0904139935768277,-6.41791037600185,1.38157546357651e-10,1.11873037147063e-09
"ENSG00000005471",35.7961436563216,-0.920049902934688,0.17150048378365,-5.36470733281046,8.10805774811819e-08,3.80723444605049e-07
"ENSG00000005483",822.667364099792,-0.291881575626254,0.0898512741349816,-3.24849679023768,0.00116016517744848,0.00258330112845195
"ENSG00000005486",1515.70427648822,0.307450310168727,0.0781729424413371,3.93295046299997,8.39095347867648e-05,0.000228711650539355
"ENSG00000005513",33.3905671848101,-0.930082527596743,0.168441250346445,-5.52170282329167,3.35729972209915e-08,1.69678561613804e-07
"ENSG00000005700",163.902368743492,-0.298262306278133,0.10903529459399,-2.73546568006956,0.00622920816749687,0.0120315672241505
"ENSG00000005801",166.052840497126,-0.304752886929061,0.0625764297099365,-4.87009067698008,1.11547047243634e-06,4.25668981849656e-06
"ENSG00000005810",916.67283601899,-0.324010634431297,0.0894033381629176,-3.62414470297361,0.000289919263017354,0.000715401346349306
"ENSG00000005812",324.087607730907,-0.178186167665448,0.101514890054432,-1.75527124710381,0.0792129221912225,0.118915395283168
"ENSG00000005844",13268.9020728119,0.093303656620972,0.0387595111950831,2.40724544103147,0.0160733633888753,0.0284484794065666
"ENSG00000005882",588.091140322793,0.157018428139935,0.076984747143961,2.03960438872796,0.0413897445875201,0.0668008025759925
"ENSG00000005884",86.8092869641164,-0.605079875817969,0.0992664079550558,-6.0955149711061,1.09085702159339e-09,7.38217882456074e-09
