,Data,N,Out,DEA,FDR,logFC,#DEGs,#DEGs_Mean,Precision,Precision_Mean
866,COAD,6,None,edgeR LRT,0.001,post,1596.5,1662.7,0.9365243543305949,0.9261307006218114
867,COAD,6,None,edgeR LRT,0.01,0,2849.0,2882.84,0.9884347743247822,0.9844406778893657
868,COAD,6,None,edgeR LRT,0.01,1,742.0,765.58,0.9668195718654434,0.952487828627205
869,COAD,6,None,edgeR LRT,0.01,post,2580.5,2667.14,0.873605724561394,0.864353129574247
870,COAD,6,None,edgeR LRT,0.05,0,4519.5,4510.92,0.9857885841684476,0.9796191173898814
871,COAD,6,None,edgeR LRT,0.05,1,1115.0,1175.2,0.9531319370523512,0.9331837874660303
872,COAD,6,None,edgeR LRT,0.05,post,3614.5,3669.4,0.8110490820772454,0.8046810108268829
873,COAD,6,None,edgeR LRT,0.1,0,5655.0,5645.86,0.9827242696419061,0.9754877911766117
874,COAD,6,None,edgeR LRT,0.1,1,1389.0,1466.2,0.9358088641682052,0.9183518238648517
875,COAD,6,None,edgeR LRT,0.1,post,4071.5,4121.12,0.7814543579978699,0.7797311978458383
876,COAD,6,None,edgeR LRT,0.2,0,7353.0,7277.06,0.9745406729879003,0.9687112701976877
877,COAD,6,None,edgeR LRT,0.2,1,1775.5,1898.68,0.919211010564831,0.9008065563463794
878,COAD,6,None,edgeR LRT,0.2,post,4463.5,4491.2,0.7571721337413743,0.7602724900652893
879,COAD,6,None,edgeR LRT,0.5,0,11175.0,10949.22,0.9624155061393564,0.9581000876032343
880,COAD,6,None,edgeR LRT,0.5,1,2808.5,2956.28,0.8601470408520457,0.8440035932348223
881,COAD,6,None,edgeR LRT,0.5,post,4669.5,4715.88,0.7494340599618284,0.7500149360034126
882,COAD,7,None,DESeq2,0.0001,0,1801.0,1931.0,0.9912137655654012,0.9866295653239078
883,COAD,7,None,DESeq2,0.0001,1,357.0,365.98,0.9766968325791855,0.9702931486966717
884,COAD,7,None,DESeq2,0.0001,post,1796.0,1861.78,0.9347397185616049,0.9291477052070607
885,COAD,7,None,DESeq2,0.001,0,2625.0,2766.14,0.9892368705435857,0.9840882306123518
886,COAD,7,None,DESeq2,0.001,1,499.0,498.58,0.974233434297332,0.9650413129023669
887,COAD,7,None,DESeq2,0.001,post,2528.5,2562.44,0.8998375856530298,0.8900233338489856
888,COAD,7,None,DESeq2,0.01,0,4160.5,4220.2,0.9858434825634108,0.9799106972871329
889,COAD,7,None,DESeq2,0.01,1,691.5,708.54,0.9679170253972673,0.9596214954119644
890,COAD,7,None,DESeq2,0.01,post,3457.0,3532.54,0.849001505653884,0.835124970486357
891,COAD,7,None,DESeq2,0.05,0,6042.0,6039.72,0.9799572363713682,0.9733965031329904
892,COAD,7,None,DESeq2,0.05,1,905.5,950.78,0.9635671322255072,0.9508819944791312
893,COAD,7,None,DESeq2,0.05,post,4188.5,4287.1,0.7990605183506214,0.7919139890202962
894,COAD,7,None,DESeq2,0.1,0,7309.5,7214.66,0.9765555933543486,0.9691934373356489
895,COAD,7,None,DESeq2,0.1,1,1028.0,1097.6,0.955361503371884,0.9437545056971398
896,COAD,7,None,DESeq2,0.1,post,4488.5,4539.9,0.7873156043006432,0.7767415619754421
897,COAD,7,None,DESeq2,0.2,0,8961.0,8798.24,0.968805625428952,0.9632074568594438
898,COAD,7,None,DESeq2,0.2,1,1229.0,1286.42,0.9458856799449243,0.9363209901007328
899,COAD,7,None,DESeq2,0.2,post,4630.5,4681.88,0.7714318879761621,0.7683815569118359
900,COAD,7,None,DESeq2,0.5,0,12411.5,12136.88,0.9585825261292871,0.9549654289409759
901,COAD,7,None,DESeq2,0.5,1,1582.0,1644.64,0.9334386467354108,0.9218826599433251
902,COAD,7,None,DESeq2,0.5,post,4666.5,4717.4,0.7703659815880088,0.7664301378558364
903,COAD,7,None,edgeR QLF,0.0001,0,5.5,10.94,1.0,0.9796040031787495
904,COAD,7,None,edgeR QLF,0.0001,1,2.0,4.4,1.0,0.9989858012170385
905,COAD,7,None,edgeR QLF,0.0001,post,5.5,10.94,1.0,0.9796040031787495
906,COAD,7,None,edgeR QLF,0.001,0,190.5,234.94,0.9795120781633999,0.9761488882829588
907,COAD,7,None,edgeR QLF,0.001,1,31.5,43.64,1.0,0.9956472749251948
908,COAD,7,None,edgeR QLF,0.001,post,190.5,234.82,0.9726653482751044,0.9692640652031395
909,COAD,7,None,edgeR QLF,0.01,0,1509.5,1631.26,0.982775986064881,0.9813098197740713
910,COAD,7,None,edgeR QLF,0.01,1,260.5,310.64,0.9863830181683352,0.9799003333085914
911,COAD,7,None,edgeR QLF,0.01,post,1474.0,1525.48,0.9140573212492952,0.905037917874615
912,COAD,7,None,edgeR QLF,0.05,0,3995.0,4059.26,0.9820767345646193,0.9764960544470891
913,COAD,7,None,edgeR QLF,0.05,1,744.5,844.5,0.9699697055093701,0.9541617122786696
914,COAD,7,None,edgeR QLF,0.05,post,3155.5,3176.76,0.8395035583208218,0.8248220949547195
915,COAD,7,None,edgeR QLF,0.1,0,5676.0,5675.86,0.9775922739572886,0.9705381131412624
916,COAD,7,None,edgeR QLF,0.1,1,1145.0,1222.4,0.9524559860634204,0.9355817907331233
917,COAD,7,None,edgeR QLF,0.1,post,3835.5,3879.5,0.8039928679351585,0.7925157079924005
918,COAD,7,None,edgeR QLF,0.2,0,7863.5,7786.14,0.9682928618369471,0.9609003497123264
919,COAD,7,None,edgeR QLF,0.2,1,1641.5,1756.74,0.9310282812837709,0.9117617586560448
920,COAD,7,None,edgeR QLF,0.2,post,4331.0,4414.24,0.7836601838279942,0.7689266506345508
921,COAD,7,None,edgeR QLF,0.5,0,12094.0,11776.08,0.9507466048309741,0.9475615663172766
922,COAD,7,None,edgeR QLF,0.5,1,2716.5,2893.42,0.8785059236100159,0.8584039974785829
923,COAD,7,None,edgeR QLF,0.5,post,4646.0,4692.9,0.7624946066905122,0.7567919054975439
924,COAD,7,None,edgeR LRT,0.0001,0,1256.5,1349.78,0.9916214682399084,0.9894697695945696
925,COAD,7,None,edgeR LRT,0.0001,1,349.0,355.42,0.9748914413783443,0.965954263281195
926,COAD,7,None,edgeR LRT,0.0001,post,1256.5,1338.92,0.9611612844371464,0.9516909383383338
927,COAD,7,None,edgeR LRT,0.001,0,1970.5,2073.6,0.9921014198856999,0.9881107086612348
928,COAD,7,None,edgeR LRT,0.001,1,538.5,534.5,0.9711928984639937,0.962717986370686
929,COAD,7,None,edgeR LRT,0.001,post,1961.0,2001.68,0.9214442460849255,0.914584003566185
930,COAD,7,None,edgeR LRT,0.01,0,3259.0,3415.44,0.9888437393405012,0.9846692670098526
931,COAD,7,None,edgeR LRT,0.01,1,839.0,863.62,0.9636413763556881,0.9514393090328029
932,COAD,7,None,edgeR LRT,0.01,post,3012.5,3028.88,0.8690487155027795,0.8555120040200626
933,COAD,7,None,edgeR LRT,0.05,0,5083.5,5173.52,0.9863191016263815,0.9798402621807195
934,COAD,7,None,edgeR LRT,0.05,1,1232.5,1299.68,0.9460762131995009,0.9338850835010085
935,COAD,7,None,edgeR LRT,0.05,post,3826.5,3936.92,0.8174570645472659,0.8060641246484468
936,COAD,7,None,edgeR LRT,0.1,0,6356.5,6367.72,0.9816162587207145,0.9752634962530853
937,COAD,7,None,edgeR LRT,0.1,1,1533.0,1603.9,0.9334489456159822,0.9201463348382649
938,COAD,7,None,edgeR LRT,0.1,post,4186.5,4305.74,0.8010303910482998,0.7871712325672694
939,COAD,7,None,edgeR LRT,0.2,0,8056.5,8007.9,0.9751885219726855,0.9687329077004014
940,COAD,7,None,edgeR LRT,0.2,1,1933.5,2045.38,0.920621610607818,0.9035527125213213
941,COAD,7,None,edgeR LRT,0.2,post,4533.0,4570.48,0.7817987387329604,0.7743870342320204
942,COAD,7,None,edgeR LRT,0.5,0,11677.5,11545.3,0.9617777491004986,0.9583600530660134
943,COAD,7,None,edgeR LRT,0.5,1,2940.0,3088.4,0.8670456917155781,0.8503527062696008
944,COAD,7,None,edgeR LRT,0.5,post,4661.5,4705.72,0.7737265951552755,0.7680376969046846
945,COAD,8,None,DESeq2,0.0001,0,2246.0,2310.04,0.9906038914584698,0.9865166046497268
946,COAD,8,None,DESeq2,0.0001,1,399.0,410.86,0.9810921800802983,0.9725375710579582
947,COAD,8,None,DESeq2,0.0001,post,2148.0,2169.26,0.9285365959383602,0.9189429351296312
948,COAD,8,None,DESeq2,0.001,0,3246.0,3236.0,0.9901083134623934,0.9845976217239781
949,COAD,8,None,DESeq2,0.001,1,540.5,555.04,0.9768081434291777,0.968026652800802
950,COAD,8,None,DESeq2,0.001,post,2918.5,2872.2,0.8864189218383189,0.8833085475420802
951,COAD,8,None,DESeq2,0.01,0,4844.0,4812.34,0.9864856154376443,0.9801705183024981
952,COAD,8,None,DESeq2,0.01,1,766.0,780.72,0.971235099142076,0.9618984016264004
953,COAD,8,None,DESeq2,0.01,post,3765.0,3765.74,0.851410258928972,0.837051998119329
954,COAD,8,None,DESeq2,0.05,0,6776.0,6690.44,0.9801458383363868,0.9730857241197272
955,COAD,8,None,DESeq2,0.05,1,988.0,1031.24,0.9649412405305533,0.9547320256225044
956,COAD,8,None,DESeq2,0.05,post,4270.5,4366.18,0.816821307446518,0.8028602150254005
957,COAD,8,None,DESeq2,0.1,0,7984.0,7865.86,0.9764560257410296,0.9687478544761072
958,COAD,8,None,DESeq2,0.1,1,1141.5,1184.14,0.9614200593236271,0.9485366624510424
959,COAD,8,None,DESeq2,0.1,post,4441.0,4536.8,0.8053442094762038,0.7925051226841068
960,COAD,8,None,DESeq2,0.2,0,9582.5,9425.98,0.969128769577996,0.9623167227114741
961,COAD,8,None,DESeq2,0.2,1,1354.5,1377.76,0.9550676863572434,0.94128147739034
962,COAD,8,None,DESeq2,0.2,post,4548.5,4617.42,0.800656366001987,0.7878370845960899
963,COAD,8,None,DESeq2,0.5,0,12720.0,12606.52,0.9573713529126747,0.9543689557840872
964,COAD,8,None,DESeq2,0.5,1,1732.5,1740.58,0.9450116940663822,0.9269946336981931
965,COAD,8,None,DESeq2,0.5,post,4565.5,4636.04,0.8002782464906808,0.7869958458992174
966,COAD,8,None,edgeR QLF,0.0001,0,34.5,50.78,0.9782608695652174,0.9787288063911157
967,COAD,8,None,edgeR QLF,0.0001,1,8.0,11.82,1.0,0.9961419753086419
968,COAD,8,None,edgeR QLF,0.0001,post,34.5,50.78,0.9777777777777777,0.9785344429314462
969,COAD,8,None,edgeR QLF,0.001,0,479.5,525.14,0.9806961402911925,0.979026624674919
970,COAD,8,None,edgeR QLF,0.001,1,73.0,89.92,1.0,0.9929604107519531
971,COAD,8,None,edgeR QLF,0.001,post,477.0,520.44,0.9630805092343554,0.9573765972621889
972,COAD,8,None,edgeR QLF,0.01,0,2335.0,2301.06,0.9839169215086647,0.9819090347467462
973,COAD,8,None,edgeR QLF,0.01,1,421.5,437.2,0.9873050009629583,0.9778732190259467
974,COAD,8,None,edgeR QLF,0.01,post,2161.0,2037.02,0.8936070505624428,0.8885813027795093
975,COAD,8,None,edgeR QLF,0.05,0,4904.5,4886.32,0.9815328227167248,0.9758917706805282
976,COAD,8,None,edgeR QLF,0.05,1,945.0,1002.58,0.9672452407614782,0.9542175926473461
977,COAD,8,None,edgeR QLF,0.05,post,3589.5,3523.16,0.8379189869239678,0.8248450945934649
978,COAD,8,None,edgeR QLF,0.1,0,6648.5,6496.14,0.9769303877798493,0.9693583006625672
979,COAD,8,None,edgeR QLF,0.1,1,1338.5,1387.66,0.9555766417147116,0.9369638220755232
980,COAD,8,None,edgeR QLF,0.1,post,4071.5,4070.04,0.8157796066460382,0.8009550622468063
981,COAD,8,None,edgeR QLF,0.2,0,8692.5,8515.14,0.9656609749471272,0.9601249062383067
982,COAD,8,None,edgeR QLF,0.2,1,1909.0,1907.98,0.9319704555559265,0.9158044254288454
983,COAD,8,None,edgeR QLF,0.2,post,4360.5,4442.72,0.7961900288022103,0.7850774713644499
984,COAD,8,None,edgeR QLF,0.5,0,12422.0,12254.34,0.9502926683831822,0.9475670216184727
985,COAD,8,None,edgeR QLF,0.5,1,2907.0,2996.66,0.8850998138258116,0.8677960128791129
986,COAD,8,None,edgeR QLF,0.5,post,4551.0,4614.32,0.7906221943045224,0.7773763868245446
987,COAD,8,None,edgeR LRT,0.0001,0,1644.0,1661.94,0.9923074648272598,0.9895503847822568
988,COAD,8,None,edgeR LRT,0.0001,1,394.5,405.6,0.9785019949778935,0.9695342036915858
989,COAD,8,None,edgeR LRT,0.0001,post,1635.5,1625.3,0.9498506464994223,0.9406541467351482
990,COAD,8,None,edgeR LRT,0.001,0,2499.5,2496.24,0.9918946069097738,0.9883164116630014
991,COAD,8,None,edgeR LRT,0.001,1,583.0,601.36,0.9744147157190636,0.96457121918769
992,COAD,8,None,edgeR LRT,0.001,post,2408.0,2336.54,0.9077441447093266,0.9034915231864947
993,COAD,8,None,edgeR LRT,0.01,0,4019.0,3972.78,0.9895034010598616,0.9853223152471751
994,COAD,8,None,edgeR LRT,0.01,1,891.5,946.26,0.9664192953186195,0.9557967900081833
995,COAD,8,None,edgeR LRT,0.01,post,3343.0,3321.78,0.865592533254821,0.8539011762165281
996,COAD,8,None,edgeR LRT,0.05,0,5948.0,5836.08,0.9863156715055023,0.979536824985492
997,COAD,8,None,edgeR LRT,0.05,1,1364.0,1400.3,0.955426066102076,0.9395213927179665
998,COAD,8,None,edgeR LRT,0.05,post,4074.0,4090.94,0.8286281474750499,0.8145195626688394
999,COAD,8,None,edgeR LRT,0.1,0,7173.5,7031.7,0.9825700564867799,0.9751019984098813
1000,COAD,8,None,edgeR LRT,0.1,1,1710.0,1707.04,0.9439283144971549,0.9248756498806355
1001,COAD,8,None,edgeR LRT,0.1,post,4298.5,4360.42,0.8128877361317298,0.8017131278807217
1002,COAD,8,None,edgeR LRT,0.2,0,8816.5,8658.68,0.9748358672262627,0.9685350114289208
1003,COAD,8,None,edgeR LRT,0.2,1,2125.5,2143.12,0.9243518536690676,0.9097198316605845
1004,COAD,8,None,edgeR LRT,0.2,post,4463.5,4542.26,0.8038321283671557,0.7928970804746501
1005,COAD,8,None,edgeR LRT,0.5,0,12200.0,12056.54,0.9613919197256209,0.958048902900446
1006,COAD,8,None,edgeR LRT,0.5,1,3042.5,3137.02,0.8823312652179258,0.8633309269573874
1007,COAD,8,None,edgeR LRT,0.5,post,4556.5,4623.66,0.8023662936487144,0.7891971350276686
1008,COAD,9,None,DESeq2,0.0001,0,2623.0,2679.06,0.9912805161296003,0.9859949885062136
1009,COAD,9,None,DESeq2,0.0001,1,427.0,457.14,0.9804253188803274,0.973506157552556
1010,COAD,9,None,DESeq2,0.0001,post,2435.5,2443.2,0.9196537824936823,0.9103831663211517
1011,COAD,9,None,DESeq2,0.001,0,3636.5,3697.78,0.9901448710662203,0.9836141129312159
1012,COAD,9,None,DESeq2,0.001,1,570.5,613.2,0.9770874505928854,0.9679694192633438
1013,COAD,9,None,DESeq2,0.001,post,3217.5,3141.88,0.8828332180041518,0.8773768480101605
1014,COAD,9,None,DESeq2,0.01,0,5360.0,5362.68,0.9866156970053791,0.9786558668873054
1015,COAD,9,None,DESeq2,0.01,1,802.5,849.08,0.9751798856579685,0.9636414278996976
1016,COAD,9,None,DESeq2,0.01,post,3962.0,3946.14,0.8388574292691771,0.8365102769499263
1017,COAD,9,None,DESeq2,0.05,0,7223.5,7268.14,0.9800599040831046,0.9712351991960254
1018,COAD,9,None,DESeq2,0.05,1,1069.0,1114.66,0.9665457688253425,0.9568977639145227
1019,COAD,9,None,DESeq2,0.05,post,4388.0,4421.32,0.8125276286506201,0.8100277044849963
1020,COAD,9,None,DESeq2,0.1,0,8436.0,8438.46,0.9759903737755411,0.9670013139909277
1021,COAD,9,None,DESeq2,0.1,1,1220.0,1270.08,0.960344458707745,0.9498733522888767
1022,COAD,9,None,DESeq2,0.1,post,4497.0,4539.48,0.8063052101201502,0.8032422706626093
1023,COAD,9,None,DESeq2,0.2,0,9983.5,9972.12,0.967140425497353,0.9604680084939057
1024,COAD,9,None,DESeq2,0.2,1,1427.0,1474.98,0.952830179043806,0.9408455153732096
1025,COAD,9,None,DESeq2,0.2,post,4527.0,4587.28,0.803668593783401,0.8004342539410029
1026,COAD,9,None,DESeq2,0.5,0,13027.5,12991.42,0.9543469684015429,0.9521551304128505
1027,COAD,9,None,DESeq2,0.5,1,1821.5,1838.28,0.9423518311938124,0.9286142665763186
1028,COAD,9,None,DESeq2,0.5,post,4534.0,4597.9,0.8030475510869483,0.7998575313130756
1029,COAD,9,None,edgeR QLF,0.0001,0,102.0,145.66,0.9776276276276277,0.9747911244321208
1030,COAD,9,None,edgeR QLF,0.0001,1,21.5,26.06,1.0,0.998084142394822
1031,COAD,9,None,edgeR QLF,0.0001,post,102.0,145.64,0.9754165587498921,0.9705495601338163
1032,COAD,9,None,edgeR QLF,0.001,0,743.5,883.26,0.9824078144917854,0.980384352068102
1033,COAD,9,None,edgeR QLF,0.001,1,124.5,149.36,0.9978723404255319,0.9921451599018447
1034,COAD,9,None,edgeR QLF,0.001,post,735.5,856.48,0.9559919825585484,0.9427366094548065
1035,COAD,9,None,edgeR QLF,0.01,0,2879.0,2948.06,0.9851791845686447,0.9813406010868776
1036,COAD,9,None,edgeR QLF,0.01,1,524.5,549.82,0.9840213709734563,0.9745622775517682
1037,COAD,9,None,edgeR QLF,0.01,post,2432.0,2468.72,0.8804434848456004,0.8757698439970675
1038,COAD,9,None,edgeR QLF,0.05,0,5636.5,5609.18,0.9810043689810743,0.9739772454505677
1039,COAD,9,None,edgeR QLF,0.05,1,1105.0,1145.04,0.9641543727133247,0.9522243958480359
1040,COAD,9,None,edgeR QLF,0.05,post,3817.0,3773.14,0.8260457315458201,0.8232934306557533
1041,COAD,9,None,edgeR QLF,0.1,0,7260.0,7170.66,0.9742391982506011,0.9675476180251961
1042,COAD,9,None,edgeR QLF,0.1,1,1527.5,1534.16,0.9470377200673177,0.9344837440055646
1043,COAD,9,None,edgeR QLF,0.1,post,4205.5,4196.24,0.8088627286691803,0.805442183074991
1044,COAD,9,None,edgeR QLF,0.2,0,9208.5,9119.64,0.9647930932017597,0.9576060213550712
1045,COAD,9,None,edgeR QLF,0.2,1,2026.0,2048.76,0.9305915604978668,0.9153655076071978
1046,COAD,9,None,edgeR QLF,0.2,post,4441.0,4466.38,0.7980894386447087,0.7942418675423175
1047,COAD,9,None,edgeR QLF,0.5,0,12739.0,12654.96,0.9484592339963903,0.9453151913049634
1048,COAD,9,None,edgeR QLF,0.5,1,3083.0,3093.14,0.8786082096149401,0.868359524388147
1049,COAD,9,None,edgeR QLF,0.5,post,4523.5,4581.46,0.7953455127204931,0.7888503683874758
1050,COAD,9,None,edgeR LRT,0.0001,0,1899.5,1976.86,0.9928193317750584,0.9893211925139996
1051,COAD,9,None,edgeR LRT,0.0001,1,422.0,456.32,0.9796785989086623,0.9692502050561691
1052,COAD,9,None,edgeR LRT,0.0001,post,1859.5,1896.14,0.9397472576266739,0.9293505443124489
1053,COAD,9,None,edgeR LRT,0.001,0,2822.5,2906.58,0.9914546922861791,0.9874332168713198
1054,COAD,9,None,edgeR LRT,0.001,1,617.0,667.04,0.9757162015306713,0.9646907520055972
1055,COAD,9,None,edgeR LRT,0.001,post,2645.0,2624.38,0.8994980886140823,0.8941548631290195
1056,COAD,9,None,edgeR LRT,0.01,0,4457.5,4509.12,0.9887415607649299,0.9837291761360416
1057,COAD,9,None,edgeR LRT,0.01,1,982.0,1031.9,0.9667769506479185,0.9566326056223022
1058,COAD,9,None,edgeR LRT,0.01,post,3622.5,3562.0,0.8514132369319773,0.8496150140387998
1059,COAD,9,None,edgeR LRT,0.05,0,6401.5,6417.88,0.9845782405730262,0.9783533482956479
1060,COAD,9,None,edgeR LRT,0.05,1,1477.0,1505.64,0.9507557957393484,0.9387699279275273
1061,COAD,9,None,edgeR LRT,0.05,post,4200.5,4202.9,0.8215418229003869,0.8190067705247863
1062,COAD,9,None,edgeR LRT,0.1,0,7663.5,7623.38,0.9804159163439663,0.9733204745939489
1063,COAD,9,None,edgeR LRT,0.1,1,1792.0,1816.6,0.9376001231218032,0.9255427250809539
1064,COAD,9,None,edgeR LRT,0.1,post,4374.0,4406.34,0.8126315702311189,0.8094909244574171
1065,COAD,9,None,edgeR LRT,0.2,0,9227.5,9233.2,0.9739747144771211,0.9662884352098845
1066,COAD,9,None,edgeR LRT,0.2,1,2257.5,2252.48,0.9211694909431978,0.9100709633356295
1067,COAD,9,None,edgeR LRT,0.2,post,4494.0,4535.86,0.8093582526246539,0.8035710876682687
1068,COAD,9,None,edgeR LRT,0.5,0,12523.5,12480.66,0.9587396016444212,0.9555614712526455
1069,COAD,9,None,edgeR LRT,0.5,1,3173.5,3207.84,0.8725608483336191,0.8644643250782913
1070,COAD,9,None,edgeR LRT,0.5,post,4531.0,4588.14,0.8075946916564463,0.8009777406709204
1071,COAD,10,None,DESeq2,0.0001,0,2924.0,3006.72,0.9914244198331812,0.9864583348614785
1072,COAD,10,None,DESeq2,0.0001,1,478.5,502.32,0.9806200822519765,0.9737814638878372
1073,COAD,10,None,DESeq2,0.0001,post,2620.0,2667.62,0.9225953564027631,0.9098394309732982
1074,COAD,10,None,DESeq2,0.001,0,4082.5,4088.82,0.9896460540656435,0.9841135134089203
1075,COAD,10,None,DESeq2,0.001,1,646.5,663.96,0.978322080396892,0.9696783550395293
1076,COAD,10,None,DESeq2,0.001,post,3353.0,3338.68,0.8936155251413327,0.8807577153378774
1077,COAD,10,None,DESeq2,0.01,0,5794.5,5797.46,0.9854912233436992,0.9795937354469365
1078,COAD,10,None,DESeq2,0.01,1,878.5,913.44,0.9763223634191376,0.9662260021451289
1079,COAD,10,None,DESeq2,0.01,post,4043.0,4055.08,0.8551566180121979,0.8450270400092957
1080,COAD,10,None,DESeq2,0.05,0,7756.5,7715.64,0.9788693008914469,0.9724154423958942
1081,COAD,10,None,DESeq2,0.05,1,1154.5,1182.08,0.9689721777391057,0.9592247131646282
1082,COAD,10,None,DESeq2,0.05,post,4394.5,4431.6,0.827965356048928,0.8240138460226554
1083,COAD,10,None,DESeq2,0.1,0,8928.0,8874.76,0.9755236818451753,0.9682811841017138
1084,COAD,10,None,DESeq2,0.1,1,1305.0,1342.66,0.9640846895887722,0.9531707866184516
1085,COAD,10,None,DESeq2,0.1,post,4487.5,4510.54,0.8249345404824906,0.8192635634538462
1086,COAD,10,None,DESeq2,0.2,0,10385.5,10368.06,0.968441767138283,0.9618821598790929
1087,COAD,10,None,DESeq2,0.2,1,1495.5,1545.74,0.9595916101726045,0.945914211019948
1088,COAD,10,None,DESeq2,0.2,post,4520.5,4538.84,0.8242802293671827,0.8177101289816399
1089,COAD,10,None,DESeq2,0.5,0,13340.5,13265.1,0.9556488712623303,0.9537303593737957
1090,COAD,10,None,DESeq2,0.5,1,1869.0,1909.96,0.9473218602277611,0.933417142397174
1091,COAD,10,None,DESeq2,0.5,post,4529.5,4545.02,0.824380558479678,0.8173636142680423
1092,COAD,10,None,edgeR QLF,0.0001,0,257.0,303.58,0.9773658037150796,0.9771256424428547
1093,COAD,10,None,edgeR QLF,0.0001,1,38.5,49.94,1.0,0.9949964376739631
1094,COAD,10,None,edgeR QLF,0.0001,post,257.0,302.7,0.9683789526309211,0.966558647923235
1095,COAD,10,None,edgeR QLF,0.001,0,1189.0,1275.22,0.9837305597820252,0.9826279408459143
1096,COAD,10,None,edgeR QLF,0.001,1,198.0,217.26,0.9962457817772779,0.9900673205803387
1097,COAD,10,None,edgeR QLF,0.001,post,1136.5,1205.98,0.9406489133761861,0.9320585686730044
1098,COAD,10,None,edgeR QLF,0.01,0,3526.0,3528.6,0.9857554394756586,0.9816913325997874
1099,COAD,10,None,edgeR QLF,0.01,1,643.0,665.76,0.984990125082291,0.9741857492188322
1100,COAD,10,None,edgeR QLF,0.01,post,2821.0,2803.82,0.885407866914413,0.8750829980258453
1101,COAD,10,None,edgeR QLF,0.05,0,6284.0,6179.46,0.9798387424179786,0.9744922240635813
1102,COAD,10,None,edgeR QLF,0.05,1,1232.0,1269.3,0.9690750222872426,0.9538538842191145
1103,COAD,10,None,edgeR QLF,0.05,post,3938.5,3923.64,0.8421641968282134,0.8324524314886103
1104,COAD,10,None,edgeR QLF,0.1,0,7809.0,7709.52,0.9736592702509557,0.9680363188290996
1105,COAD,10,None,edgeR QLF,0.1,1,1612.5,1645.52,0.9548139665406223,0.9383193745552825
1106,COAD,10,None,edgeR QLF,0.1,post,4254.5,4259.82,0.8224653705475501,0.8183789485704284
1107,COAD,10,None,edgeR QLF,0.2,0,9687.0,9582.4,0.9650751442041694,0.9590836505858004
1108,COAD,10,None,edgeR QLF,0.2,1,2163.5,2152.16,0.9331046525688353,0.9192027994214846
1109,COAD,10,None,edgeR QLF,0.2,post,4423.5,4458.6,0.8139178453731089,0.810157444370508
1110,COAD,10,None,edgeR QLF,0.5,0,13037.0,12944.08,0.9493168900357059,0.9471906288613166
1111,COAD,10,None,edgeR QLF,0.5,1,3177.5,3145.98,0.8930659750309138,0.8780552981983634
1112,COAD,10,None,edgeR QLF,0.5,post,4515.5,4532.76,0.8122750679770054,0.8065896237220385
1113,COAD,10,None,edgeR LRT,0.0001,0,2233.0,2283.52,0.9943860854106905,0.9896241377632949
1114,COAD,10,None,edgeR LRT,0.0001,1,472.0,503.78,0.9814662862922077,0.9701960243561553
1115,COAD,10,None,edgeR LRT,0.0001,post,2128.0,2143.28,0.9323574203574203,0.924342983875739
1116,COAD,10,None,edgeR LRT,0.001,0,3251.5,3286.14,0.9923377619781762,0.9878819640624793
1117,COAD,10,None,edgeR LRT,0.001,1,702.0,727.0,0.9769995770577315,0.9675206817819678
1118,COAD,10,None,edgeR LRT,0.001,post,2843.5,2862.46,0.9083951691749508,0.8944198808673184
1119,COAD,10,None,edgeR LRT,0.01,0,5003.0,4957.1,0.9895489316802955,0.9843061087803169
1120,COAD,10,None,edgeR LRT,0.01,1,1086.0,1107.2,0.9698337138454507,0.9598184428879769
1121,COAD,10,None,edgeR LRT,0.01,post,3734.0,3719.22,0.8690239524664232,0.8571243377978135
1122,COAD,10,None,edgeR LRT,0.05,0,6984.5,6899.08,0.9847708900318797,0.9791155131764182
1123,COAD,10,None,edgeR LRT,0.05,1,1545.5,1584.7,0.957497732635374,0.9435317750176714
1124,COAD,10,None,edgeR LRT,0.05,post,4248.5,4257.86,0.8342747311542368,0.8320475329367764
1125,COAD,10,None,edgeR LRT,0.1,0,8194.5,8100.36,0.9797641795260977,0.974470537952529
1126,COAD,10,None,edgeR LRT,0.1,1,1873.0,1889.62,0.9449815446865686,0.9311392666393982
1127,COAD,10,None,edgeR LRT,0.1,post,4392.5,4415.86,0.828230427159601,0.8249454175883235
1128,COAD,10,None,edgeR LRT,0.2,0,9766.0,9678.02,0.9730348088439695,0.9678828454057552
1129,COAD,10,None,edgeR LRT,0.2,1,2305.5,2318.62,0.9322798947254769,0.916100002236902
1130,COAD,10,None,edgeR LRT,0.2,post,4480.0,4507.02,0.8259732848874448,0.8205489037508995
1131,COAD,10,None,edgeR LRT,0.5,0,12908.0,12802.1,0.9598439840471145,0.9570890977650425
1132,COAD,10,None,edgeR LRT,0.5,1,3249.5,3237.56,0.8884844267504887,0.8755911512126834
1133,COAD,10,None,edgeR LRT,0.5,post,4523.5,4539.44,0.825600774775126,0.8189185627605541
1134,COAD,12,None,DESeq2,0.0001,0,3743.5,3625.04,0.9912831924046878,0.9873323866048459
1135,COAD,12,None,DESeq2,0.0001,1,584.5,595.92,0.9841251844199764,0.9787378992491679
1136,COAD,12,None,DESeq2,0.0001,post,3100.0,3054.36,0.9103063122520568,0.9065859337609967
1137,COAD,12,None,DESeq2,0.001,0,4893.0,4780.46,0.9893473954445315,0.9850921710247924
