,Data,N,Out,DEA,FDR,logFC,median_deg,median_deg_adj,median_mcc,median_mcc0,median_mcc0_adj,median_mcc_adj,median_prec,median_prec0,median_prec0_adj,median_prec_adj,median_rec,median_rec_adj,median_rep,median_rep_adj,id
0,BRCA_unpaired,3,None,DESeq2,0.05,1,330.5,330.5,0.2909441808621911,0.2909441808621911,0.2909441808621911,0.2909441808621911,0.8816038853352286,0.8816038853352286,0.8816038853352286,0.8816038853352286,0.1180008295313148,0.1180008295313148,0.10782737139554299,0.10782737139554299,0
1,BRCA_unpaired,3,None,edgeR LRT,0.05,1,557.5,557.5,0.35494067346381963,0.35494067346381963,0.35494067346381963,0.35494067346381963,0.8370234384408354,0.8370234384408354,0.8370234384408354,0.8370234384408354,0.19162173372044794,0.19162173372044794,0.1342281879194631,0.1342281879194631,0
2,BRCA_unpaired,3,None,edgerqlf,0.05,1,1.0,1.0,0.10377994724119911,0.019012478542534527,0.019012478542534527,0.10377994724119911,0.9696969696969697,0.7822075503639749,0.7822075503639749,0.9696969696969697,0.00041476565740356696,0.00041476565740356696,0.0,0.0,0
3,BRCA_unpaired,7,None,DESeq2,0.05,1,533.0,533.0,0.41911146543951294,0.41911146543951294,0.41911146543951294,0.41911146543951294,0.9445941898772088,0.9445941898772088,0.9445941898772088,0.9445941898772088,0.21090833678971382,0.21090833678971382,0.249266654825664,0.249266654825664,1
4,BRCA_unpaired,7,None,edgeR LRT,0.05,1,1001.5,1001.5,0.5124398490915595,0.5124398490915595,0.5124398490915595,0.5124398490915595,0.8566050264860454,0.8566050264860454,0.8566050264860454,0.8566050264860454,0.35379510576524265,0.35379510576524265,0.3003892317482869,0.3003892317482869,1
5,BRCA_unpaired,7,None,edgerqlf,0.05,1,560.5,560.5,0.4188941683546295,0.4188941683546295,0.4188941683546295,0.4188941683546295,0.947324459918258,0.947324459918258,0.947324459918258,0.947324459918258,0.21298216507673165,0.21298216507673165,0.18249692832764505,0.18249692832764505,1
6,BRCA_unpaired,15,None,DESeq2,0.05,1,897.5,897.5,0.5504525098714148,0.5504525098714148,0.5504525098714148,0.5504525098714148,0.9453111823241693,0.9453111823241693,0.9453111823241693,0.9453111823241693,0.3550394027374533,0.3550394027374533,0.45409908508336394,0.45409908508336394,2
7,BRCA_unpaired,15,None,edgeR LRT,0.05,1,1457.5,1457.5,0.610019940784432,0.610019940784432,0.610019940784432,0.610019940784432,0.8371699966008234,0.8371699966008234,0.8371699966008234,0.8371699966008234,0.504769805060141,0.504769805060141,0.4650820839272306,0.4650820839272306,2
8,BRCA_unpaired,15,None,edgerqlf,0.05,1,1302.0,1302.0,0.5986154755675097,0.5986154755675097,0.5986154755675097,0.5986154755675097,0.8708436427488228,0.8708436427488228,0.8708436427488228,0.8708436427488228,0.46246370800497716,0.46246370800497716,0.4528653981016181,0.4528653981016181,2
9,COAD_unpaired,3,None,DESeq2,0.05,1,482.5,482.5,0.3903339570059073,0.3903339570059073,0.3903339570059073,0.3903339570059073,0.9052437193339947,0.9052437193339947,0.9052437193339947,0.9052437193339947,0.197632058287796,0.197632058287796,0.2145608876149056,0.2145608876149056,3
10,COAD_unpaired,3,None,edgeR LRT,0.05,1,852.5,852.5,0.46827188745830967,0.46827188745830967,0.46827188745830967,0.46827188745830967,0.8427966490554164,0.8427966490554164,0.8427966490554164,0.8427966490554164,0.3094262295081967,0.3094262295081967,0.24237223049711412,0.24237223049711412,3
11,COAD_unpaired,3,None,edgerqlf,0.05,1,82.0,82.0,0.1794968841337948,0.1772582905294176,0.1772582905294176,0.1794968841337948,0.9565217391304348,0.9556364351760771,0.9556364351760771,0.9565217391304348,0.036657559198542806,0.036657559198542806,0.07456833479660521,0.07456833479660521,3
12,COAD_unpaired,7,None,DESeq2,0.05,1,749.5,749.5,0.5155793910304114,0.5155793910304114,0.5155793910304114,0.5155793910304114,0.9334435225996025,0.9334435225996025,0.9334435225996025,0.9334435225996025,0.3185336976320583,0.3185336976320583,0.36382762463144536,0.36382762463144536,4
13,COAD_unpaired,7,None,edgeR LRT,0.05,1,1316.5,1316.5,0.6057814305278991,0.6057814305278991,0.6057814305278991,0.6057814305278991,0.8349888937177072,0.8349888937177072,0.8349888937177072,0.8349888937177072,0.4961293260473588,0.4961293260473588,0.4015648183556405,0.4015648183556405,4
