,Data,N,Out,DEA,FDR,logFC,median_deg,median_deg_method,median_mcc,median_mcc0,median_mcc0_method,median_mcc_method,median_prec,median_prec0,median_prec0_method,median_prec_method,median_rec,median_rec_method,median_rep,median_rep_method,id,lfc_mode,isSynthetic
13,BRCA,5,None,DESeq2 Wald,0.05,1,3262.5,3262.5,0.5902082642946742,0.5902082642946742,0.5855407015391604,0.5855407015391604,0.6935890268884045,0.6935890268884045,0.7091358475608618,0.7091358475608618,0.6279329608938548,0.6130237523352016,0.3697133019034734,0.3697133019034734,2,post_hoc,False
14,BRCA,5,None,edgeR LRT,0.05,0,2662.5,2662.5,0.2123666377189506,0.2123666377189506,0.1951569268068823,0.1951569268068823,0.9773239189316822,0.9773239189316822,0.9820259468062892,0.9820259468062892,0.1861059145200748,0.1793448275862069,0.3109331095135569,0.3109331095135569,2,post_hoc,False
15,BRCA,5,None,edgeR LRT,0.05,1,2504.0,2504.0,0.5502630156585581,0.5502630156585581,0.5467363791651116,0.5467363791651116,0.7421638854227219,0.7421638854227219,0.7569277615363997,0.7569277615363997,0.5141061452513966,0.5045735808447673,0.3177614487761065,0.3177614487761065,2,post_hoc,False
16,BRCA,5,None,edgeR QLF,0.05,0,823.0,823.0,0.1280188098781525,0.1196344976902195,0.1121077901615199,0.1203784369611258,0.9918032786885246,0.9914189013653552,0.9914189013653552,0.9918032786885246,0.0583537199597064,0.0566578175213078,0.1,0.1,2,post_hoc,False
17,BRCA,5,None,edgeR QLF,0.05,1,786.0,786.0,0.3819513138671042,0.3685559621852768,0.3639317191869553,0.3781096294617453,0.8695652173913043,0.8630221660101713,0.8717834795096682,0.8761429758935994,0.1987430167597765,0.1932308522114347,0.1036449361933977,0.1036449361933977,2,post_hoc,False
18,BRCA,6,None,DESeq2 Wald,0.05,0,4462.5,4462.5,0.2878142250679171,0.2878142250679171,0.2600070156727251,0.2600070156727251,0.9694884017017968,0.9694884017017968,0.978765594557363,0.978765594557363,0.3092531299467549,0.2941955193482688,0.3850299875592329,0.3850299875592329,3,post_hoc,False
19,BRCA,6,None,DESeq2 Wald,0.05,1,3672.0,3672.0,0.6165549486617528,0.6165549486617528,0.6184682164099584,0.6184682164099584,0.6897399906637081,0.6897399906637081,0.7066872771289299,0.7066872771289299,0.6945530726256983,0.6789431545236189,0.4099051280165385,0.4099051280165385,3,post_hoc,False
20,BRCA,6,None,edgeR LRT,0.05,0,3277.5,3277.5,0.244999746107873,0.244999746107873,0.2258986468164583,0.2258986468164583,0.9805545596153094,0.9805545596153094,0.9839645797668816,0.9839645797668816,0.2306446970787163,0.2223103448275862,0.3527162739359738,0.3527162739359738,3,post_hoc,False
21,BRCA,6,None,edgeR LRT,0.05,1,2930.5,2930.5,0.5815364816216354,0.5815364816216354,0.5810302639347242,0.5810302639347242,0.7231672885377722,0.7231672885377722,0.7402532688297616,0.7402532688297616,0.5875698324022346,0.5778853914447135,0.3656014570254878,0.3656014570254878,3,post_hoc,False
22,BRCA,6,None,edgeR QLF,0.05,0,1578.5,1578.5,0.1736269713383938,0.1714106626557873,0.1611522178646912,0.1632659183845605,0.9916026580210716,0.9912286665746404,0.9913877502526552,0.9916243891556262,0.1127860123758814,0.1095431046527874,0.2060006058753333,0.2060006058753333,3,post_hoc,False
23,BRCA,6,None,edgeR QLF,0.05,1,1475.5,1475.5,0.4524520407894551,0.4487420872257136,0.4491936511974669,0.4500420018249332,0.7992896788060551,0.7982327879080271,0.8109077570930432,0.8124267037310515,0.3351955307262569,0.3291531823085221,0.2171436618256877,0.2171436618256877,3,post_hoc,False
24,BRCA,7,None,DESeq2 Wald,0.05,0,5299.0,5299.0,0.3165974817690681,0.3165974817690681,0.2874433619350846,0.2874433619350846,0.9699466141134888,0.9699466141134888,0.9792511192511192,0.9792511192511192,0.3681105194992085,0.3506109979633401,0.4162824418183917,0.4162824418183917,4,post_hoc,False
25,BRCA,7,None,DESeq2 Wald,0.05,1,3821.5,3821.5,0.6480997778669175,0.6480997778669175,0.6473407823803321,0.6473407823803321,0.6968056173021813,0.6968056173021813,0.7144702768957463,0.7144702768957463,0.7276536312849162,0.7123031758740326,0.4448666549012988,0.4448666549012988,4,post_hoc,False
26,BRCA,7,None,edgeR LRT,0.05,0,3973.5,3973.5,0.2757098564982584,0.2757098564982584,0.2537481287957563,0.2537481287957563,0.9826306317835348,0.9826306317835348,0.9866391011005408,0.9866391011005408,0.2789969779824435,0.2686206896551724,0.3863722359196686,0.3863722359196686,4,post_hoc,False
27,BRCA,7,None,edgeR LRT,0.05,1,3208.0,3208.0,0.6114216340343177,0.6114216340343177,0.6117137058079192,0.6117137058079192,0.7233111413748896,0.7233111413748896,0.7411342660079636,0.7411342660079636,0.6445530726256983,0.6346516007532956,0.4061511304167521,0.4061511304167521,4,post_hoc,False
28,BRCA,7,None,edgeR QLF,0.05,0,2522.5,2522.5,0.2240049686547002,0.2240049686547002,0.2106975599908855,0.2106975599908855,0.9911204474203272,0.9911204474203272,0.9915600324688334,0.9915600324688334,0.1800978558065908,0.1748987005728657,0.2789108908950479,0.2789108908950479,4,post_hoc,False
29,BRCA,7,None,edgeR QLF,0.05,1,2136.5,2136.5,0.5193345425901987,0.5193345425901987,0.5201351408391128,0.5201351408391128,0.769907606084868,0.769907606084868,0.7870386768447837,0.7870386768447837,0.4488826815642458,0.4435005393743257,0.297260860160104,0.297260860160104,4,post_hoc,False
30,BRCA,8,None,DESeq2 Wald,0.05,0,5776.5,5776.5,0.3458103978984674,0.3458103978984674,0.3130139880804684,0.3130139880804684,0.9721180502427076,0.9721180502427076,0.9812921942120024,0.9812921942120024,0.400741113829328,0.3817718940936863,0.4478766410825454,0.4478766410825454,5,post_hoc,False
31,BRCA,8,None,DESeq2 Wald,0.05,1,3923.5,3923.5,0.6777926990996237,0.6777926990996237,0.6787142677695175,0.6787142677695175,0.7049078106870038,0.7049078106870038,0.7220089911463065,0.7220089911463065,0.7684357541899441,0.7528689618361355,0.4760140517314856,0.4760140517314856,5,post_hoc,False
32,BRCA,8,None,edgeR LRT,0.05,0,4400.0,4400.0,0.3028881737122381,0.3028881737122381,0.2790669517273823,0.2790669517273823,0.9845028142589118,0.9845028142589118,0.988010241453642,0.988010241453642,0.309792775938984,0.2981724137931034,0.4182204742214863,0.4182204742214863,5,post_hoc,False
33,BRCA,8,None,edgeR LRT,0.05,1,3391.5,3391.5,0.6491540167366595,0.6491540167366595,0.6496381413030836,0.6496381413030836,0.7357829854390614,0.7357829854390614,0.7488848524551113,0.7488848524551113,0.6857541899441341,0.674468657519505,0.4429533992002006,0.4429533992002006,5,post_hoc,False
34,BRCA,8,None,edgeR QLF,0.05,0,3175.0,3175.0,0.2571152506805371,0.2571152506805371,0.2418170321303787,0.2418170321303787,0.9913740475184872,0.9913740475184872,0.9919021236971356,0.9919021236971356,0.2257878831486545,0.2193307251641749,0.3336652845227915,0.3336652845227915,5,post_hoc,False
35,BRCA,8,None,edgeR QLF,0.05,1,2455.0,2455.0,0.5635258136247052,0.5635258136247052,0.5634930251547512,0.5634930251547512,0.7787278080127398,0.7787278080127398,0.7918643203456583,0.7918643203456583,0.5331005586592179,0.5237324703344121,0.358800033188806,0.358800033188806,5,post_hoc,False
