"","logCPM","logFC","lfcSE","stat","PValue","FDR"
"ENSG00000000003",4000.14398882906,0.0974455827708642,0.0662954364250654,1.46986863690095,0.141597335291073,0.174299817871774
"ENSG00000000419",1990.39194045562,-0.0689240007516388,0.04969791644778,-1.38685896065805,0.165484774045538,0.201040505255117
"ENSG00000000457",1114.19195839634,-0.148758805388185,0.0477272196958409,-3.11685462375987,0.00182791687103534,0.00305668858803008
"ENSG00000000460",229.347926716198,0.319568370951132,0.0749142039549425,4.26579145315804,1.99194785155706e-05,4.25726067101499e-05
"ENSG00000000938",735.323995404292,0.76328014066653,0.160656963376436,4.75099320082433,2.0241993945853e-06,4.84953243908169e-06
"ENSG00000000971",7548.89273867362,-0.381816135241309,0.205575189424907,-1.85730649846138,0.0632675603979365,0.0832484082353576
"ENSG00000001036",4086.11924832043,0.229395384047828,0.0544640568840001,4.21186737037243,2.53268242286649e-05,5.34542649895195e-05
"ENSG00000001084",3223.35819864132,-0.349630634451908,0.0894664979076235,-3.90795037951425,9.30824167374075e-05,0.000183064339983821
"ENSG00000001167",2557.48719144301,-0.172597784506509,0.0576107724970821,-2.9959290081599,0.00273610124662441,0.0044608453270772
"ENSG00000001460",917.183157160086,0.255582302090785,0.0421667138222068,6.06123358743182,1.35081486688344e-09,4.57096842921656e-09
"ENSG00000001461",8139.66755011351,0.56562896257605,0.0651395941555035,8.68333568713617,3.84327975109166e-18,2.79086900852262e-17
"ENSG00000001497",2983.12016332463,0.167694010595662,0.0434257085311755,3.8616298102603,0.000112633141089723,0.000219217079798062
"ENSG00000001561",1847.46619967217,-0.261137200947826,0.0664348106815787,-3.93072845799853,8.46888778595413e-05,0.000167364884902808
"ENSG00000001617",4082.26345560937,1.38501018429688,0.0948502265203381,14.602075662939,2.72423150266572e-48,1.93379624232298e-46
"ENSG00000001626",66.6261719050163,0.268512749319239,0.239812095662262,1.11967975834462,0.262850253791997,0.307215149242706
"ENSG00000001629",3405.88410199092,-0.37690428085184,0.0725200951466891,-5.19723919403942,2.02270028531959e-07,5.39642997011011e-07
"ENSG00000001630",254.311003054185,-0.399111275373478,0.121447107748524,-3.28629707839485,0.00101513885765154,0.00175083508682043
"ENSG00000001631",2545.01530648154,-0.253210539386318,0.0764661587173856,-3.31140655727417,0.000928282362183348,0.0016089378701839
"ENSG00000002016",772.408001822584,-0.00362724671154298,0.0606778718767747,-0.0597787397506168,0.952331858510565,0.960490938396698
"ENSG00000002330",3220.76842903107,0.0834685421811914,0.0950034576704138,0.878584256067402,0.379626735297614,0.428022933616638
"ENSG00000002549",5562.43602311694,-0.0799568523710644,0.0873939283140938,-0.914901686118279,0.36024324481891,0.408156644386557
"ENSG00000002586",6574.65324250798,-0.137454293474691,0.0808762378034304,-1.69956339720912,0.089213080178641,0.114200696246507
"ENSG00000002587",267.400453250304,0.0962288147299708,0.165733529823941,0.580623696557931,0.561494097948516,0.607073453418039
"ENSG00000002726",244.340121491732,2.18296126917793,0.265762885894892,8.21394327438664,2.1404072596476e-16,1.35449545215696e-15
"ENSG00000002746",112.892586498054,-3.02628696004494,0.249511296339432,-12.1288575084313,7.42784814842057e-34,1.83785908560072e-32
"ENSG00000002822",2072.42926235358,0.573794252436856,0.0733039831561769,7.82759991656067,4.97271413430653e-15,2.79252891814849e-14
"ENSG00000002834",11512.1679416333,0.831147685772834,0.0685217617185907,12.1296893851948,7.35277988498835e-34,1.82166323085208e-32
"ENSG00000002919",2289.12948290001,-0.402387075693799,0.067080319586803,-5.99858614527177,1.99042919580781e-09,6.61603026098658e-09
"ENSG00000002933",1089.8455737961,0.835367555397549,0.169486237406761,4.9288223526533,8.27267520274458e-07,2.07150235325166e-06
"ENSG00000003056",5129.56775071558,-0.199984822279133,0.12041164636512,-1.66084285296396,0.0967450120787417,0.123021931277165
"ENSG00000003096",97.8891155132062,-0.104827805634646,0.192207539794426,-0.545388623915398,0.585486262867443,0.630567174686138
"ENSG00000003137",550.294026710805,-1.72693100378714,0.186291950408377,-9.270024818579,1.86102615372215e-20,1.64745580063036e-19
"ENSG00000003147",1328.97054866503,0.109945992155191,0.0659622042938647,1.66680288101617,0.0955536071942002,0.121643438819968
"ENSG00000003249",949.572896418183,0.658656390430729,0.0833602811352029,7.90132160617894,2.75961599864489e-15,1.58686292543437e-14
"ENSG00000003393",1473.4582445247,-0.179142132556039,0.0521330764755764,-3.43624709429847,0.00058983275558341,0.00104859771283861
"ENSG00000003400",1213.12398323117,0.620741725724024,0.0790413535455887,7.8533792486992,4.04974701577372e-15,2.2891397312842e-14
"ENSG00000003402",12608.0715021679,-0.140820021332025,0.0661946208852953,-2.1273635145678,0.0333898911952085,0.0460581228400864
"ENSG00000003436",1235.15824790388,-1.60032313914017,0.142921523528169,-11.1972157841206,4.20749617678445e-29,7.48073874658496e-28
"ENSG00000003509",690.275308983511,0.432808163895328,0.0417098024823942,10.3766534036697,3.16682265716088e-25,4.13936481525311e-24
"ENSG00000003756",6701.11939603406,0.137369880243987,0.0633632915874403,2.16797260373412,0.0301607710464817,0.0418812435815054
"ENSG00000003987",386.074726039989,0.681145312955785,0.129515284290702,5.25918864855308,1.44692392295897e-07,3.91876952155494e-07
"ENSG00000003989",9225.44736504556,0.87647400538624,0.11844247815903,7.39999718858819,1.36187381087817e-13,6.75342604332127e-13
"ENSG00000004059",6705.1786802174,0.504349557202629,0.0704280341625389,7.16120452884792,7.99712276816555e-13,3.67887057827771e-12
"ENSG00000004139",681.008545482224,-0.415395354016771,0.0778195255463816,-5.33793223616083,9.40125803630535e-08,2.60143277181881e-07
"ENSG00000004142",6048.99259041191,0.123779837687493,0.0575625493396397,2.15035364325418,0.0315272522037253,0.0436444387566435
"ENSG00000004399",7773.19549321871,1.46700882010834,0.0932854622391233,15.7260175904781,1.00325945852798e-55,1.12493816564256e-53
