"","logFC","logCPM","LR","PValue","FDR"
"ENSG00000087077",-1.29838781402126,5.59654500739908,222.329783995524,2.80679164669879e-50,5.30708164557808e-46
"ENSG00000232677",1.17452630824585,4.9966545905182,196.033876973918,1.53239646119207e-44,1.44872761441098e-40
"ENSG00000114790",1.67037937478874,6.13905209486466,194.470206249967,3.36232412964512e-44,2.11916082144433e-40
"ENSG00000234753",2.12629103954045,-0.176071327275568,188.810348318723,5.78110011949929e-43,2.73272602648731e-39
"ENSG00000242110",3.25676420299939,6.27941817377252,186.246705685363,2.09718220263238e-42,7.93070421747462e-39
"ENSG00000090776",-1.26039615563199,5.09086532729175,184.832543719974,4.26928584876994e-42,1.3453942804757e-38
"ENSG00000185973",-1.54417684694511,2.30503536811035,184.313118273318,5.54308686097327e-42,1.49726694810404e-38
"ENSG00000150281",-1.61173026148281,3.44237595891407,179.128635533417,7.51064141932237e-41,1.77514009945684e-37
"ENSG00000244509",-1.86963590277827,5.98473225135137,176.664466031855,2.59262460501146e-40,5.44681622572851e-37
"ENSG00000143845",-1.307084874173,4.02421911953572,173.596174314676,1.2127547585478e-39,2.29307669746218e-36
"ENSG00000168765",-1.27691015641638,4.4796569021928,172.509835597029,2.09419090711847e-39,3.5997237883451e-36
"ENSG00000140459",-2.10588251956554,0.4245662318399,169.360514723363,1.02055862095527e-38,1.48565715457536e-35
"ENSG00000125170",-1.22842974207346,4.56444825925554,169.358782231145,1.02144822347576e-38,1.48565715457536e-35
"ENSG00000125247",1.31640797069317,5.599577018822,168.41207599811,1.6443499304631e-38,2.22081203465687e-35
"ENSG00000142405",2.89108976474832,0.727428281524492,167.628858295162,2.43819436642896e-38,3.07342527202925e-35
"ENSG00000109846",-1.88636571258461,6.60139211990964,164.642846851622,1.09478741634841e-37,1.29376502926973e-34
"ENSG00000129194",-1.56094390854552,2.44436011798709,163.424925028265,2.02018602426889e-37,2.24692219687507e-34
"ENSG00000172638",-1.314524873744,5.71426128198232,163.17590583946,2.28977277057276e-37,2.40527908588831e-34
"ENSG00000144355",6.41239203525609,4.23859345135095,162.848258684928,2.70004698146062e-37,2.68697306976092e-34
